permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251112522,2025-11-18,ADDITION,Addition Project,ADDITION at 6000 Nolensville Pike,6000 Nolensville Pike,Nashville,37209,Brown Holdings,Tennessee Premier Builders,(615) 412-7166,468660,APPROVED,5
NSH251112523,2025-11-04,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5702 Dickerson Pike,5702 Dickerson Pike,Nashville,37206,Davis Investments,Nashville Home Improvement,(615) 335-8770,1825251,PENDING,34
NSH251012524,2025-10-29,ALTERATION,Alteration Project,ALTERATION at 3106 Franklin Pike,3106 Franklin Pike,Nashville,37201,Wilson Properties,Nashville Builders LLC,(615) 555-6534,71709,FINAL,6
NSH251112525,2025-11-10,ROOFING,Roofing Project,ROOFING at 1039 Charlotte Ave,1039 Charlotte Ave,Nashville,37206,Johnson Properties,East Nashville Construction,(615) 724-8823,67086,PENDING,35
NSH251112526,2025-11-10,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7636 Dickerson Pike,7636 Dickerson Pike,Nashville,37206,Martinez LLC,Franklin Construction,N/A,231734,FINAL,22
NSH251112527,2025-11-15,REMODEL,Remodel Project,REMODEL at 6017 Woodland St,6017 Woodland St,Nashville,37201,Thomas Enterprises,Music City Construction,(615) 824-2835,260345,FINAL,7
NSH251112528,2025-11-28,ALTERATION,Alteration Project,ALTERATION at 4739 Dickerson Pike,4739 Dickerson Pike,Nashville,37212,Davis Investments,Franklin Construction,N/A,88257,APPROVED,4
NSH251112529,2025-11-02,REPAIR,Repair Project,REPAIR at 8286 Franklin Pike,8286 Franklin Pike,Nashville,37212,Williams Ventures,Nashville Builders LLC,(615) 641-3045,75423,APPROVED,2
NSH251112530,2025-11-08,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 155 Hillsboro Pike,155 Hillsboro Pike,Nashville,37209,Brown Holdings,Tennessee Premier Builders,(615) 498-2362,833329,APPROVED,33
NSH251112531,2025-11-05,DEMOLITION,Demolition Project,DEMOLITION at 5570 Broadway,5570 Broadway,Nashville,37211,Wilson Properties,Nashville Home Improvement,(615) 846-5981,65088,APPROVED,34
NSH251112532,2025-11-22,PLUMBING,Plumbing Project,PLUMBING at 6956 Murfreesboro Pike,6956 Murfreesboro Pike,Nashville,37205,Anderson Group,Cumberland Construction Co,(615) 782-5145,44678,PENDING,33
NSH251112533,2025-11-28,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9260 Franklin Pike,9260 Franklin Pike,Nashville,37215,Williams Ventures,Tennessee Premier Builders,(615) 643-8876,1134711,PENDING,7
NSH251012534,2025-10-30,REPAIR,Repair Project,REPAIR at 474 Church St,474 Church St,Nashville,37205,Johnson Properties,Cumberland Construction Co,N/A,87934,ISSUED,34
NSH251112535,2025-11-05,ALTERATION,Alteration Project,ALTERATION at 2604 Franklin Pike,2604 Franklin Pike,Nashville,37203,Brown Holdings,N/A,N/A,11102,FINAL,33
NSH251112536,2025-11-04,ADDITION,Addition Project,ADDITION at 6224 Lebanon Pike,6224 Lebanon Pike,Nashville,37209,Miller Construction,Volunteer State Contractors,(615) 423-1344,314369,PENDING,33
NSH251112537,2025-11-08,ELECTRICAL,Electrical Project,ELECTRICAL at 6038 Broadway,6038 Broadway,Nashville,37209,Thomas Enterprises,Green Hills Builders,(615) 219-1391,58163,FINAL,33
NSH251112538,2025-11-16,ALTERATION,Alteration Project,ALTERATION at 5318 Woodland St,5318 Woodland St,Nashville,37211,Anderson Group,East Nashville Construction,(615) 846-1843,44587,FINAL,21
NSH251112539,2025-11-13,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 436 Charlotte Ave,436 Charlotte Ave,Nashville,37215,Wilson Properties,Nashville Builders LLC,(615) 356-6004,880724,APPROVED,34
NSH251112540,2025-11-17,REMODEL,Remodel Project,REMODEL at 9118 Nolensville Pike,9118 Nolensville Pike,Nashville,37201,Smith Development LLC,Volunteer State Contractors,N/A,319475,APPROVED,5
NSH251112541,2025-11-14,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5917 Lebanon Pike,5917 Lebanon Pike,Nashville,37206,Williams Ventures,Music City Construction,(615) 944-1030,1646373,APPROVED,6
NSH251112542,2025-11-13,ALTERATION,Alteration Project,ALTERATION at 7022 21st Ave,7022 21st Ave,Nashville,37205,Wilson Properties,East Nashville Construction,(615) 997-8307,44365,APPROVED,5
NSH251112543,2025-11-20,COMMERCIAL,Commercial Project,COMMERCIAL at 8914 West End Ave,8914 West End Ave,Nashville,37209,Thomas Enterprises,N/A,N/A,1562680,PENDING,20
NSH251112544,2025-11-13,ADDITION,Addition Project,ADDITION at 8363 21st Ave,8363 21st Ave,Nashville,37206,Johnson Properties,East Nashville Construction,(615) 661-9959,75805,PENDING,34
NSH251112545,2025-11-18,DEMOLITION,Demolition Project,DEMOLITION at 8148 Nolensville Pike,8148 Nolensville Pike,Nashville,37204,Brown Holdings,East Nashville Construction,N/A,74443,APPROVED,19
NSH251112546,2025-11-22,MECHANICAL,Mechanical Project,MECHANICAL at 388 Murfreesboro Pike,388 Murfreesboro Pike,Nashville,37208,Williams Ventures,Tennessee Premier Builders,(615) 224-5752,34635,PENDING,3
NSH251112547,2025-11-13,DEMOLITION,Demolition Project,DEMOLITION at 9020 Woodland St,9020 Woodland St,Nashville,37211,Martinez LLC,N/A,(615) 520-6418,98017,PENDING,6
NSH251112548,2025-11-14,REMODEL,Remodel Project,REMODEL at 6199 Woodland St,6199 Woodland St,Nashville,37211,Miller Construction,Volunteer State Contractors,N/A,54400,APPROVED,34
NSH251012549,2025-10-29,REPAIR,Repair Project,REPAIR at 2023 21st Ave,2023 21st Ave,Nashville,37215,Williams Ventures,N/A,(615) 421-2505,71995,FINAL,35
NSH251112550,2025-11-05,RESIDENTIAL,Residential Project,RESIDENTIAL at 2193 Church St,2193 Church St,Nashville,37212,Smith Development LLC,Tennessee Premier Builders,(615) 882-7976,51863,PENDING,22
NSH251112551,2025-11-21,ROOFING,Roofing Project,ROOFING at 9234 West End Ave,9234 West End Ave,Nashville,37205,Williams Ventures,Brentwood Builders Inc,(615) 579-3946,17641,APPROVED,19
NSH251112552,2025-11-01,ALTERATION,Alteration Project,ALTERATION at 4694 Nolensville Pike,4694 Nolensville Pike,Nashville,37215,Williams Ventures,Cumberland Construction Co,(615) 983-8717,95845,PENDING,22
NSH251112553,2025-11-05,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9869 Murfreesboro Pike,9869 Murfreesboro Pike,Nashville,37201,Anderson Group,Franklin Construction,N/A,593582,APPROVED,19
NSH251112554,2025-11-27,RESIDENTIAL,Residential Project,RESIDENTIAL at 6200 West End Ave,6200 West End Ave,Nashville,37205,Johnson Properties,Nashville Builders LLC,(615) 791-3961,50775,ISSUED,33
NSH251112555,2025-11-09,REMODEL,Remodel Project,REMODEL at 7097 21st Ave,7097 21st Ave,Nashville,37204,Wilson Properties,Nashville Builders LLC,(615) 662-7212,205210,FINAL,21
NSH251112556,2025-11-03,ALTERATION,Alteration Project,ALTERATION at 2092 Broadway,2092 Broadway,Nashville,37215,Anderson Group,Tennessee Premier Builders,N/A,42877,APPROVED,21
NSH251112557,2025-11-09,ADDITION,Addition Project,ADDITION at 9772 Charlotte Ave,9772 Charlotte Ave,Nashville,37212,Anderson Group,Volunteer State Contractors,(615) 590-1658,246570,FINAL,19
NSH251112558,2025-11-07,PLUMBING,Plumbing Project,PLUMBING at 6954 Murfreesboro Pike,6954 Murfreesboro Pike,Nashville,37212,Martinez LLC,Nashville Home Improvement,(615) 806-7255,42716,APPROVED,33
NSH251112559,2025-11-25,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9534 Franklin Pike,9534 Franklin Pike,Nashville,37211,Anderson Group,East Nashville Construction,(615) 427-1777,1865792,APPROVED,22
NSH251112560,2025-11-20,REPAIR,Repair Project,REPAIR at 6175 21st Ave,6175 21st Ave,Nashville,37212,Smith Development LLC,Nashville Home Improvement,(615) 884-3030,36514,FINAL,4
NSH251012561,2025-10-31,REPAIR,Repair Project,REPAIR at 1346 Lebanon Pike,1346 Lebanon Pike,Nashville,37203,Brown Holdings,Green Hills Builders,(615) 865-9172,24443,FINAL,21
NSH251112562,2025-11-22,REPAIR,Repair Project,REPAIR at 7904 21st Ave,7904 21st Ave,Nashville,37201,Thomas Enterprises,East Nashville Construction,(615) 842-1691,86915,PENDING,34
NSH251112563,2025-11-12,ALTERATION,Alteration Project,ALTERATION at 9070 Charlotte Ave,9070 Charlotte Ave,Nashville,37206,Miller Construction,Cumberland Construction Co,(615) 294-3575,99806,APPROVED,4
NSH251112564,2025-11-20,COMMERCIAL,Commercial Project,COMMERCIAL at 7912 Broadway,7912 Broadway,Nashville,37201,Johnson Properties,East Nashville Construction,(615) 534-4026,1651571,PENDING,19
NSH251112565,2025-11-12,MECHANICAL,Mechanical Project,MECHANICAL at 2841 Hillsboro Pike,2841 Hillsboro Pike,Nashville,37204,Johnson Properties,N/A,(615) 464-6282,79345,FINAL,4
NSH251112566,2025-11-15,REPAIR,Repair Project,REPAIR at 4191 21st Ave,4191 21st Ave,Nashville,37208,Anderson Group,Nashville Builders LLC,(615) 533-7093,23400,FINAL,1
NSH251112567,2025-11-17,DEMOLITION,Demolition Project,DEMOLITION at 3931 Franklin Pike,3931 Franklin Pike,Nashville,37203,Miller Construction,East Nashville Construction,(615) 686-3195,33358,ISSUED,5
NSH251112568,2025-11-09,REMODEL,Remodel Project,REMODEL at 4499 West End Ave,4499 West End Ave,Nashville,37208,Anderson Group,Nashville Home Improvement,N/A,312983,PENDING,34
NSH251112569,2025-11-18,REMODEL,Remodel Project,REMODEL at 9495 Broadway,9495 Broadway,Nashville,37211,Davis Investments,Green Hills Builders,N/A,451488,ISSUED,6
NSH251112570,2025-11-23,REPAIR,Repair Project,REPAIR at 5179 Hillsboro Pike,5179 Hillsboro Pike,Nashville,37201,Miller Construction,Green Hills Builders,N/A,28587,ISSUED,35
NSH251112571,2025-11-21,REMODEL,Remodel Project,REMODEL at 5935 Lebanon Pike,5935 Lebanon Pike,Nashville,37205,Wilson Properties,Franklin Construction,(615) 935-7993,244077,PENDING,7
NSH251112572,2025-11-25,PLUMBING,Plumbing Project,PLUMBING at 9240 Lebanon Pike,9240 Lebanon Pike,Nashville,37212,Thomas Enterprises,Franklin Construction,(615) 559-2707,45475,ISSUED,35
NSH251112573,2025-11-14,REPAIR,Repair Project,REPAIR at 3166 Woodland St,3166 Woodland St,Nashville,37208,Miller Construction,Tennessee Premier Builders,(615) 514-5333,86737,ISSUED,35
NSH251112574,2025-11-26,REMODEL,Remodel Project,REMODEL at 7138 West End Ave,7138 West End Ave,Nashville,37204,Johnson Properties,Volunteer State Contractors,(615) 707-3379,418581,APPROVED,35
NSH251112575,2025-11-12,DEMOLITION,Demolition Project,DEMOLITION at 5224 Hillsboro Pike,5224 Hillsboro Pike,Nashville,37203,Davis Investments,N/A,(615) 615-3501,59297,FINAL,21
NSH251012576,2025-10-29,ROOFING,Roofing Project,ROOFING at 4688 Woodland St,4688 Woodland St,Nashville,37208,Wilson Properties,Tennessee Premier Builders,(615) 578-4427,18853,APPROVED,6
NSH251112577,2025-11-09,ROOFING,Roofing Project,ROOFING at 2320 Franklin Pike,2320 Franklin Pike,Nashville,37204,Johnson Properties,N/A,(615) 697-1303,5209,ISSUED,22
NSH251112578,2025-11-18,REMODEL,Remodel Project,REMODEL at 1070 Nolensville Pike,1070 Nolensville Pike,Nashville,37206,Johnson Properties,Green Hills Builders,(615) 462-9099,168368,FINAL,2
NSH251112579,2025-11-10,ELECTRICAL,Electrical Project,ELECTRICAL at 6539 Church St,6539 Church St,Nashville,37201,Brown Holdings,Music City Construction,(615) 583-6386,11852,PENDING,35
NSH251112580,2025-11-10,ELECTRICAL,Electrical Project,ELECTRICAL at 8632 Nolensville Pike,8632 Nolensville Pike,Nashville,37209,Thomas Enterprises,Nashville Home Improvement,N/A,85695,ISSUED,35
NSH251112581,2025-11-08,ROOFING,Roofing Project,ROOFING at 1324 Woodland St,1324 Woodland St,Nashville,37208,Wilson Properties,Cumberland Construction Co,N/A,18593,FINAL,20
NSH251112582,2025-11-13,RESIDENTIAL,Residential Project,RESIDENTIAL at 5625 Dickerson Pike,5625 Dickerson Pike,Nashville,37203,Williams Ventures,Tennessee Premier Builders,(615) 465-4734,15012,FINAL,3
NSH251112583,2025-11-12,ADDITION,Addition Project,ADDITION at 1820 West End Ave,1820 West End Ave,Nashville,37204,Wilson Properties,Nashville Builders LLC,(615) 492-8904,263717,FINAL,1
NSH251112584,2025-11-14,COMMERCIAL,Commercial Project,COMMERCIAL at 8603 21st Ave,8603 21st Ave,Nashville,37206,Anderson Group,Brentwood Builders Inc,(615) 624-4511,370784,ISSUED,3
NSH251112585,2025-11-26,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4310 Broadway,4310 Broadway,Nashville,37203,Johnson Properties,East Nashville Construction,(615) 994-9463,463993,PENDING,21
NSH251012586,2025-10-29,MECHANICAL,Mechanical Project,MECHANICAL at 2347 Charlotte Ave,2347 Charlotte Ave,Nashville,37201,Brown Holdings,East Nashville Construction,N/A,73507,FINAL,3
NSH251112587,2025-11-28,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6743 Hillsboro Pike,6743 Hillsboro Pike,Nashville,37211,Martinez LLC,Franklin Construction,(615) 423-6654,1874653,PENDING,1
NSH251112588,2025-11-18,MECHANICAL,Mechanical Project,MECHANICAL at 1747 Broadway,1747 Broadway,Nashville,37211,Thomas Enterprises,N/A,(615) 323-7516,13524,ISSUED,22
NSH251112589,2025-11-23,ADDITION,Addition Project,ADDITION at 2569 Murfreesboro Pike,2569 Murfreesboro Pike,Nashville,37205,Thomas Enterprises,Music City Construction,(615) 881-9397,92244,ISSUED,34
NSH251112590,2025-11-17,DEMOLITION,Demolition Project,DEMOLITION at 5300 Broadway,5300 Broadway,Nashville,37203,Davis Investments,Franklin Construction,(615) 776-1508,46746,PENDING,33
NSH251112591,2025-11-23,ADDITION,Addition Project,ADDITION at 9409 Lebanon Pike,9409 Lebanon Pike,Nashville,37215,Williams Ventures,N/A,N/A,64610,ISSUED,33
NSH251112592,2025-11-10,ALTERATION,Alteration Project,ALTERATION at 6061 Woodland St,6061 Woodland St,Nashville,37208,Davis Investments,Green Hills Builders,(615) 785-6565,52571,PENDING,3
NSH251112593,2025-11-12,REPAIR,Repair Project,REPAIR at 660 West End Ave,660 West End Ave,Nashville,37205,Davis Investments,Brentwood Builders Inc,N/A,32895,APPROVED,2
NSH251112594,2025-11-15,PLUMBING,Plumbing Project,PLUMBING at 1690 Church St,1690 Church St,Nashville,37212,Thomas Enterprises,Tennessee Premier Builders,N/A,18051,ISSUED,21
NSH251112595,2025-11-22,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 3841 Murfreesboro Pike,3841 Murfreesboro Pike,Nashville,37208,Brown Holdings,Volunteer State Contractors,N/A,1992816,ISSUED,7
NSH251112596,2025-11-16,PLUMBING,Plumbing Project,PLUMBING at 1058 Broadway,1058 Broadway,Nashville,37211,Miller Construction,N/A,(615) 310-7340,27869,APPROVED,21
NSH251112597,2025-11-23,PLUMBING,Plumbing Project,PLUMBING at 2768 Dickerson Pike,2768 Dickerson Pike,Nashville,37201,Brown Holdings,Music City Construction,(615) 995-2395,37967,FINAL,20
NSH251112598,2025-11-10,MECHANICAL,Mechanical Project,MECHANICAL at 6349 Franklin Pike,6349 Franklin Pike,Nashville,37206,Martinez LLC,Volunteer State Contractors,(615) 215-9865,60074,PENDING,2
NSH251112599,2025-11-13,MECHANICAL,Mechanical Project,MECHANICAL at 7377 West End Ave,7377 West End Ave,Nashville,37204,Johnson Properties,N/A,(615) 857-3884,32489,PENDING,19
NSH251112600,2025-11-18,COMMERCIAL,Commercial Project,COMMERCIAL at 759 West End Ave,759 West End Ave,Nashville,37209,Johnson Properties,Tennessee Premier Builders,(615) 493-6537,215613,FINAL,22
NSH251112601,2025-11-05,REPAIR,Repair Project,REPAIR at 5821 Lebanon Pike,5821 Lebanon Pike,Nashville,37215,Martinez LLC,Cumberland Construction Co,(615) 356-3752,83651,PENDING,33
NSH251112602,2025-11-06,MECHANICAL,Mechanical Project,MECHANICAL at 6869 21st Ave,6869 21st Ave,Nashville,37203,Brown Holdings,Nashville Home Improvement,(615) 933-7610,13765,PENDING,3
NSH251112603,2025-11-25,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8602 Broadway,8602 Broadway,Nashville,37215,Davis Investments,Music City Construction,N/A,1263724,PENDING,1
NSH251112604,2025-11-03,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 686 Lebanon Pike,686 Lebanon Pike,Nashville,37215,Miller Construction,Cumberland Construction Co,(615) 405-2880,921534,FINAL,20
NSH251112605,2025-11-10,ELECTRICAL,Electrical Project,ELECTRICAL at 7365 West End Ave,7365 West End Ave,Nashville,37204,Johnson Properties,Nashville Home Improvement,(615) 919-7963,77504,ISSUED,21
NSH251012606,2025-10-30,COMMERCIAL,Commercial Project,COMMERCIAL at 9233 Hillsboro Pike,9233 Hillsboro Pike,Nashville,37201,Williams Ventures,Nashville Home Improvement,(615) 376-5570,1127683,FINAL,34
NSH251112607,2025-11-21,ALTERATION,Alteration Project,ALTERATION at 405 21st Ave,405 21st Ave,Nashville,37212,Thomas Enterprises,Music City Construction,N/A,74678,APPROVED,3
NSH251112608,2025-11-05,COMMERCIAL,Commercial Project,COMMERCIAL at 7324 Nolensville Pike,7324 Nolensville Pike,Nashville,37212,Thomas Enterprises,Nashville Home Improvement,(615) 588-9721,1000745,APPROVED,2
NSH251112609,2025-11-14,ELECTRICAL,Electrical Project,ELECTRICAL at 3415 Franklin Pike,3415 Franklin Pike,Nashville,37205,Johnson Properties,Nashville Home Improvement,(615) 553-7615,59109,FINAL,35
NSH251112610,2025-11-10,RESIDENTIAL,Residential Project,RESIDENTIAL at 4383 Franklin Pike,4383 Franklin Pike,Nashville,37215,Anderson Group,Franklin Construction,(615) 637-8921,16977,PENDING,21
NSH251112611,2025-11-02,ALTERATION,Alteration Project,ALTERATION at 1585 21st Ave,1585 21st Ave,Nashville,37203,Smith Development LLC,Nashville Home Improvement,(615) 236-6873,50623,PENDING,20
NSH251112612,2025-11-15,REMODEL,Remodel Project,REMODEL at 2228 Lebanon Pike,2228 Lebanon Pike,Nashville,37206,Williams Ventures,East Nashville Construction,N/A,199188,ISSUED,20
NSH251112613,2025-11-11,ELECTRICAL,Electrical Project,ELECTRICAL at 2980 West End Ave,2980 West End Ave,Nashville,37201,Williams Ventures,N/A,(615) 801-6106,17762,APPROVED,2
NSH251112614,2025-11-17,MECHANICAL,Mechanical Project,MECHANICAL at 2122 Franklin Pike,2122 Franklin Pike,Nashville,37211,Brown Holdings,Cumberland Construction Co,(615) 962-9772,99356,ISSUED,22
NSH251012615,2025-10-29,MECHANICAL,Mechanical Project,MECHANICAL at 1813 Dickerson Pike,1813 Dickerson Pike,Nashville,37212,Brown Holdings,Brentwood Builders Inc,(615) 372-7632,93636,PENDING,35
NSH251012616,2025-10-31,ADDITION,Addition Project,ADDITION at 3428 Hillsboro Pike,3428 Hillsboro Pike,Nashville,37205,Thomas Enterprises,East Nashville Construction,(615) 549-3708,193336,ISSUED,35
NSH251112617,2025-11-08,MECHANICAL,Mechanical Project,MECHANICAL at 8097 Broadway,8097 Broadway,Nashville,37203,Wilson Properties,N/A,(615) 513-2033,41008,APPROVED,7
NSH251112618,2025-11-03,ADDITION,Addition Project,ADDITION at 7490 Franklin Pike,7490 Franklin Pike,Nashville,37212,Smith Development LLC,N/A,(615) 307-1247,179006,FINAL,33
NSH251112619,2025-11-18,MECHANICAL,Mechanical Project,MECHANICAL at 2768 Dickerson Pike,2768 Dickerson Pike,Nashville,37209,Smith Development LLC,Volunteer State Contractors,(615) 330-4401,98108,FINAL,4
NSH251112620,2025-11-07,ADDITION,Addition Project,ADDITION at 3520 Nolensville Pike,3520 Nolensville Pike,Nashville,37209,Wilson Properties,Brentwood Builders Inc,(615) 553-4717,75458,ISSUED,34
NSH251112621,2025-11-19,ELECTRICAL,Electrical Project,ELECTRICAL at 9958 Murfreesboro Pike,9958 Murfreesboro Pike,Nashville,37215,Thomas Enterprises,Cumberland Construction Co,N/A,69249,FINAL,1
NSH251112622,2025-11-16,ELECTRICAL,Electrical Project,ELECTRICAL at 2828 Charlotte Ave,2828 Charlotte Ave,Nashville,37201,Anderson Group,N/A,N/A,15214,PENDING,4
NSH251112623,2025-11-04,RESIDENTIAL,Residential Project,RESIDENTIAL at 5957 Nolensville Pike,5957 Nolensville Pike,Nashville,37204,Wilson Properties,Tennessee Premier Builders,(615) 484-4070,68521,APPROVED,4
NSH251012624,2025-10-31,DEMOLITION,Demolition Project,DEMOLITION at 9321 West End Ave,9321 West End Ave,Nashville,37212,Davis Investments,Tennessee Premier Builders,(615) 245-3606,74914,FINAL,1
NSH251112625,2025-11-21,ROOFING,Roofing Project,ROOFING at 8500 Broadway,8500 Broadway,Nashville,37215,Miller Construction,N/A,(615) 627-8897,13968,APPROVED,21
NSH251112626,2025-11-13,DEMOLITION,Demolition Project,DEMOLITION at 1716 Charlotte Ave,1716 Charlotte Ave,Nashville,37201,Thomas Enterprises,Cumberland Construction Co,(615) 632-5939,25110,PENDING,7
NSH251112627,2025-11-07,COMMERCIAL,Commercial Project,COMMERCIAL at 5636 Murfreesboro Pike,5636 Murfreesboro Pike,Nashville,37209,Martinez LLC,Tennessee Premier Builders,(615) 689-1830,924441,FINAL,2
NSH251112628,2025-11-19,REPAIR,Repair Project,REPAIR at 3807 Dickerson Pike,3807 Dickerson Pike,Nashville,37204,Smith Development LLC,Tennessee Premier Builders,(615) 839-4108,82485,ISSUED,6
NSH251012629,2025-10-30,MECHANICAL,Mechanical Project,MECHANICAL at 4022 Dickerson Pike,4022 Dickerson Pike,Nashville,37206,Smith Development LLC,East Nashville Construction,(615) 404-2632,71971,ISSUED,22
NSH251112630,2025-11-11,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2434 Murfreesboro Pike,2434 Murfreesboro Pike,Nashville,37211,Smith Development LLC,East Nashville Construction,(615) 678-4515,816499,FINAL,4
NSH251012631,2025-10-30,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6257 Murfreesboro Pike,6257 Murfreesboro Pike,Nashville,37201,Johnson Properties,Tennessee Premier Builders,(615) 558-8296,876568,ISSUED,2
NSH251112632,2025-11-28,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 769 Woodland St,769 Woodland St,Nashville,37212,Wilson Properties,Tennessee Premier Builders,(615) 306-5746,278194,ISSUED,7
NSH251112633,2025-11-20,ROOFING,Roofing Project,ROOFING at 5292 Church St,5292 Church St,Nashville,37211,Wilson Properties,Cumberland Construction Co,N/A,77802,FINAL,2
NSH251012634,2025-10-29,PLUMBING,Plumbing Project,PLUMBING at 116 Dickerson Pike,116 Dickerson Pike,Nashville,37204,Johnson Properties,N/A,(615) 811-6631,61225,APPROVED,5
NSH251112635,2025-11-07,PLUMBING,Plumbing Project,PLUMBING at 2172 Murfreesboro Pike,2172 Murfreesboro Pike,Nashville,37204,Anderson Group,Green Hills Builders,(615) 226-6708,23450,FINAL,35
NSH251112636,2025-11-25,ALTERATION,Alteration Project,ALTERATION at 5582 Lebanon Pike,5582 Lebanon Pike,Nashville,37212,Brown Holdings,Volunteer State Contractors,(615) 301-5449,11191,APPROVED,2
NSH251112637,2025-11-25,COMMERCIAL,Commercial Project,COMMERCIAL at 344 Dickerson Pike,344 Dickerson Pike,Nashville,37206,Johnson Properties,Music City Construction,(615) 511-2717,1618565,FINAL,3
NSH251112638,2025-11-05,ELECTRICAL,Electrical Project,ELECTRICAL at 8519 Nolensville Pike,8519 Nolensville Pike,Nashville,37211,Martinez LLC,Franklin Construction,N/A,67366,ISSUED,4
NSH251112639,2025-11-05,ELECTRICAL,Electrical Project,ELECTRICAL at 9562 Dickerson Pike,9562 Dickerson Pike,Nashville,37208,Martinez LLC,Brentwood Builders Inc,N/A,7482,ISSUED,34
NSH251012640,2025-10-30,REMODEL,Remodel Project,REMODEL at 2074 Hillsboro Pike,2074 Hillsboro Pike,Nashville,37205,Miller Construction,Cumberland Construction Co,(615) 654-8562,240225,ISSUED,2
NSH251112641,2025-11-11,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 811 Dickerson Pike,811 Dickerson Pike,Nashville,37206,Davis Investments,Volunteer State Contractors,(615) 212-8060,844530,APPROVED,1
NSH251012642,2025-10-29,DEMOLITION,Demolition Project,DEMOLITION at 5155 West End Ave,5155 West End Ave,Nashville,37211,Brown Holdings,Franklin Construction,(615) 320-9309,77736,ISSUED,22
NSH251112643,2025-11-12,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5123 West End Ave,5123 West End Ave,Nashville,37203,Anderson Group,East Nashville Construction,(615) 747-8510,225547,PENDING,21
NSH251112644,2025-11-07,REPAIR,Repair Project,REPAIR at 649 Broadway,649 Broadway,Nashville,37205,Smith Development LLC,Cumberland Construction Co,(615) 234-5751,18713,ISSUED,21
NSH251112645,2025-11-16,DEMOLITION,Demolition Project,DEMOLITION at 1654 Charlotte Ave,1654 Charlotte Ave,Nashville,37212,Wilson Properties,Volunteer State Contractors,N/A,45907,FINAL,6
NSH251112646,2025-11-25,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2733 Woodland St,2733 Woodland St,Nashville,37215,Thomas Enterprises,Cumberland Construction Co,(615) 264-3294,1097085,PENDING,5
NSH251112647,2025-11-18,ADDITION,Addition Project,ADDITION at 8099 Charlotte Ave,8099 Charlotte Ave,Nashville,37211,Johnson Properties,Music City Construction,(615) 379-2495,489343,PENDING,33
NSH251112648,2025-11-22,MECHANICAL,Mechanical Project,MECHANICAL at 5064 21st Ave,5064 21st Ave,Nashville,37203,Wilson Properties,Volunteer State Contractors,(615) 402-7419,39886,FINAL,33
NSH251012649,2025-10-30,DEMOLITION,Demolition Project,DEMOLITION at 5194 Nolensville Pike,5194 Nolensville Pike,Nashville,37215,Thomas Enterprises,East Nashville Construction,(615) 746-1159,69529,PENDING,6
NSH251112650,2025-11-27,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2209 Charlotte Ave,2209 Charlotte Ave,Nashville,37203,Johnson Properties,N/A,(615) 893-1009,735707,PENDING,34
NSH251112651,2025-11-05,REMODEL,Remodel Project,REMODEL at 9199 Hillsboro Pike,9199 Hillsboro Pike,Nashville,37206,Martinez LLC,Volunteer State Contractors,N/A,325667,ISSUED,22
NSH251112652,2025-11-08,MECHANICAL,Mechanical Project,MECHANICAL at 9386 Broadway,9386 Broadway,Nashville,37205,Davis Investments,Tennessee Premier Builders,(615) 390-2838,68840,ISSUED,35
NSH251112653,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 9399 Woodland St,9399 Woodland St,Nashville,37203,Brown Holdings,Franklin Construction,(615) 570-3311,31729,FINAL,6
NSH251012654,2025-10-29,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7634 Lebanon Pike,7634 Lebanon Pike,Nashville,37204,Johnson Properties,Brentwood Builders Inc,(615) 993-3048,634963,PENDING,34
NSH251012655,2025-10-31,ROOFING,Roofing Project,ROOFING at 685 21st Ave,685 21st Ave,Nashville,37208,Wilson Properties,Cumberland Construction Co,(615) 890-2218,31328,ISSUED,5
