permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
SA25112851,2025-11-01,PLUMBING,San Antonio Project 1852,Construction work at 5298 Main St,350 Houston St,San Antonio,78260,San Antonio Property Owner 1852,San Antonio Builders LLC 2,(210) 508-7974,250100,APPROVED,District 4
SA25112852,2025-11-17,REPAIR,San Antonio Project 1853,Construction work at 7843 Main St,7490 Main St,San Antonio,78224,San Antonio Property Owner 1853,San Antonio Builders LLC 3,(210) 995-5909,269047,PENDING,District 2
SA25112853,2025-10-31,REMODEL,San Antonio Project 1854,Construction work at 2384 San Pedro Ave,7607 Main St,San Antonio,78278,San Antonio Property Owner 1854,San Antonio Builders LLC 4,(210) 670-8810,350077,FINALED,District 2
SA25112854,2025-11-22,REPAIR,San Antonio Project 1855,Construction work at 8099 Main St,6316 Main St,San Antonio,78290,San Antonio Property Owner 1855,San Antonio Builders LLC 5,(210) 270-3270,182717,ISSUED,District 10
SA25112855,2025-11-20,ADDITION,San Antonio Project 1856,Construction work at 6078 Commerce St,2116 Broadway,San Antonio,78217,San Antonio Property Owner 1856,San Antonio Builders LLC 6,(210) 229-7816,92939,FINALED,District 8
SA25112856,2025-11-19,REPAIR,San Antonio Project 1857,Construction work at 4660 San Pedro Ave,770 Broadway,San Antonio,78232,San Antonio Property Owner 1857,San Antonio Builders LLC 7,(210) 435-9344,198414,FINALED,District 10
SA25112857,2025-11-12,REPAIR,San Antonio Project 1858,Construction work at 7607 Main St,6537 Main St,San Antonio,78219,San Antonio Property Owner 1858,San Antonio Builders LLC 8,(210) 906-6728,397302,ISSUED,District 9
SA25112858,2025-11-04,NEW CONSTRUCTION,San Antonio Project 1859,Construction work at 7990 Houston St,585 Broadway,San Antonio,78236,San Antonio Property Owner 1859,San Antonio Builders LLC 9,(210) 212-2476,127172,ISSUED,District 10
SA25112859,2025-11-11,PLUMBING,San Antonio Project 1860,Construction work at 8639 Commerce St,2753 Main St,San Antonio,78260,San Antonio Property Owner 1860,San Antonio Builders LLC 10,(210) 260-5529,86453,ISSUED,District 4
SA25112860,2025-11-06,REPAIR,San Antonio Project 1861,Construction work at 2180 San Pedro Ave,9534 Commerce St,San Antonio,78252,San Antonio Property Owner 1861,San Antonio Builders LLC 1,(210) 460-9168,104263,FINALED,District 1
SA25112861,2025-11-20,PLUMBING,San Antonio Project 1862,Construction work at 8116 Houston St,5655 Houston St,San Antonio,78234,San Antonio Property Owner 1862,San Antonio Builders LLC 2,(210) 923-2624,344303,APPROVED,District 6
SA25112862,2025-11-01,PLUMBING,San Antonio Project 1863,Construction work at 930 San Pedro Ave,2585 Broadway,San Antonio,78251,San Antonio Property Owner 1863,San Antonio Builders LLC 3,(210) 595-6543,185204,PENDING,District 10
SA25112863,2025-11-14,NEW CONSTRUCTION,San Antonio Project 1864,Construction work at 1197 Main St,4989 Commerce St,San Antonio,78251,San Antonio Property Owner 1864,San Antonio Builders LLC 4,(210) 552-6345,238745,PENDING,District 10
SA25112864,2025-11-04,REMODEL,San Antonio Project 1865,Construction work at 2198 San Pedro Ave,4965 Broadway,San Antonio,78296,San Antonio Property Owner 1865,San Antonio Builders LLC 5,(210) 230-3327,338409,ISSUED,District 7
SA25112865,2025-11-05,REMODEL,San Antonio Project 1866,Construction work at 2726 San Pedro Ave,4956 Broadway,San Antonio,78225,San Antonio Property Owner 1866,San Antonio Builders LLC 6,(210) 266-6548,75688,APPROVED,District 6
SA25112866,2025-11-07,PLUMBING,San Antonio Project 1867,Construction work at 8859 Main St,5957 San Pedro Ave,San Antonio,78297,San Antonio Property Owner 1867,San Antonio Builders LLC 7,(210) 243-2663,223068,PENDING,District 1
SA25112867,2025-11-28,REMODEL,San Antonio Project 1868,Construction work at 1804 Commerce St,5834 San Pedro Ave,San Antonio,78296,San Antonio Property Owner 1868,San Antonio Builders LLC 8,(210) 887-3080,80139,FINALED,District 5
SA25112868,2025-11-01,NEW CONSTRUCTION,San Antonio Project 1869,Construction work at 3453 San Pedro Ave,9103 Houston St,San Antonio,78235,San Antonio Property Owner 1869,San Antonio Builders LLC 9,(210) 289-2683,435771,ISSUED,District 3
SA25112869,2025-11-01,REMODEL,San Antonio Project 1870,Construction work at 2281 Commerce St,2863 San Pedro Ave,San Antonio,78250,San Antonio Property Owner 1870,San Antonio Builders LLC 10,(210) 929-5854,352910,APPROVED,District 1
SA25112870,2025-11-16,REPAIR,San Antonio Project 1871,Construction work at 7059 Houston St,285 Commerce St,San Antonio,78260,San Antonio Property Owner 1871,San Antonio Builders LLC 1,(210) 253-9794,495506,FINALED,District 9
SA25112871,2025-11-01,PLUMBING,San Antonio Project 1872,Construction work at 7507 Houston St,2077 San Pedro Ave,San Antonio,78233,San Antonio Property Owner 1872,San Antonio Builders LLC 2,(210) 596-5320,77436,PENDING,District 7
SA25112872,2025-11-27,ELECTRICAL,San Antonio Project 1873,Construction work at 1806 Broadway,6486 San Pedro Ave,San Antonio,78221,San Antonio Property Owner 1873,San Antonio Builders LLC 3,(210) 749-8038,116808,ISSUED,District 4
SA25112873,2025-11-23,ELECTRICAL,San Antonio Project 1874,Construction work at 2948 Broadway,8682 San Pedro Ave,San Antonio,78249,San Antonio Property Owner 1874,San Antonio Builders LLC 4,(210) 203-4951,335015,FINALED,District 10
SA25112874,2025-11-21,NEW CONSTRUCTION,San Antonio Project 1875,Construction work at 9264 Broadway,3896 Main St,San Antonio,78258,San Antonio Property Owner 1875,San Antonio Builders LLC 5,(210) 871-3267,188518,APPROVED,District 6
SA25112875,2025-11-06,ELECTRICAL,San Antonio Project 1876,Construction work at 9358 Commerce St,4501 Houston St,San Antonio,78248,San Antonio Property Owner 1876,San Antonio Builders LLC 6,(210) 385-6798,354455,PENDING,District 7
SA25112876,2025-11-25,NEW CONSTRUCTION,San Antonio Project 1877,Construction work at 7636 Main St,9602 Main St,San Antonio,78260,San Antonio Property Owner 1877,San Antonio Builders LLC 7,(210) 872-2173,475617,APPROVED,District 5
SA25112877,2025-11-08,PLUMBING,San Antonio Project 1878,Construction work at 4977 Broadway,5080 Main St,San Antonio,78242,San Antonio Property Owner 1878,San Antonio Builders LLC 8,(210) 537-8287,304306,APPROVED,District 1
SA25112878,2025-10-30,PLUMBING,San Antonio Project 1879,Construction work at 8936 Commerce St,238 Houston St,San Antonio,78240,San Antonio Property Owner 1879,San Antonio Builders LLC 9,(210) 358-5307,207829,PENDING,District 9
SA25112879,2025-11-11,PLUMBING,San Antonio Project 1880,Construction work at 8698 Houston St,9438 San Pedro Ave,San Antonio,78277,San Antonio Property Owner 1880,San Antonio Builders LLC 10,(210) 820-7714,345681,APPROVED,District 8
SA25112880,2025-11-02,NEW CONSTRUCTION,San Antonio Project 1881,Construction work at 2514 Commerce St,2242 Commerce St,San Antonio,78278,San Antonio Property Owner 1881,San Antonio Builders LLC 1,(210) 614-2451,233679,APPROVED,District 5
SA25112881,2025-11-10,ADDITION,San Antonio Project 1882,Construction work at 7230 Houston St,749 San Pedro Ave,San Antonio,78231,San Antonio Property Owner 1882,San Antonio Builders LLC 2,(210) 228-6252,220095,FINALED,District 10
SA25112882,2025-11-05,REPAIR,San Antonio Project 1883,Construction work at 2343 Commerce St,2688 San Pedro Ave,San Antonio,78238,San Antonio Property Owner 1883,San Antonio Builders LLC 3,(210) 665-8770,89159,PENDING,District 7
SA25112883,2025-11-12,REMODEL,San Antonio Project 1884,Construction work at 7933 Main St,4571 Broadway,San Antonio,78296,San Antonio Property Owner 1884,San Antonio Builders LLC 4,(210) 328-4932,73753,FINALED,District 2
SA25112884,2025-11-18,PLUMBING,San Antonio Project 1885,Construction work at 6475 Broadway,7188 Houston St,San Antonio,78285,San Antonio Property Owner 1885,San Antonio Builders LLC 5,(210) 744-3440,464633,FINALED,District 7
SA25112885,2025-11-04,PLUMBING,San Antonio Project 1886,Construction work at 3384 San Pedro Ave,2842 Main St,San Antonio,78239,San Antonio Property Owner 1886,San Antonio Builders LLC 6,(210) 443-8125,351423,PENDING,District 4
SA25112886,2025-11-07,REPAIR,San Antonio Project 1887,Construction work at 446 Main St,4569 Commerce St,San Antonio,78289,San Antonio Property Owner 1887,San Antonio Builders LLC 7,(210) 345-1049,174900,ISSUED,District 10
SA25112887,2025-11-03,NEW CONSTRUCTION,San Antonio Project 1888,Construction work at 4919 Main St,2860 Broadway,San Antonio,78263,San Antonio Property Owner 1888,San Antonio Builders LLC 8,(210) 356-9406,215141,APPROVED,District 2
SA25112888,2025-11-23,REMODEL,San Antonio Project 1889,Construction work at 6023 Houston St,2366 Commerce St,San Antonio,78214,San Antonio Property Owner 1889,San Antonio Builders LLC 9,(210) 778-4976,198686,PENDING,District 9
SA25112889,2025-11-05,PLUMBING,San Antonio Project 1890,Construction work at 6017 San Pedro Ave,2959 Main St,San Antonio,78281,San Antonio Property Owner 1890,San Antonio Builders LLC 10,(210) 254-7959,64056,ISSUED,District 5
SA25112890,2025-11-13,PLUMBING,San Antonio Project 1891,Construction work at 2518 Broadway,7005 Main St,San Antonio,78291,San Antonio Property Owner 1891,San Antonio Builders LLC 1,(210) 925-8565,323187,ISSUED,District 3
SA25112891,2025-10-30,REMODEL,San Antonio Project 1892,Construction work at 3057 Commerce St,5566 Commerce St,San Antonio,78280,San Antonio Property Owner 1892,San Antonio Builders LLC 2,(210) 702-5634,224116,APPROVED,District 4
SA25112892,2025-11-08,PLUMBING,San Antonio Project 1893,Construction work at 7749 Broadway,4152 Broadway,San Antonio,78292,San Antonio Property Owner 1893,San Antonio Builders LLC 3,(210) 769-3830,439074,PENDING,District 5
SA25112893,2025-11-04,ELECTRICAL,San Antonio Project 1894,Construction work at 2316 Commerce St,1610 San Pedro Ave,San Antonio,78277,San Antonio Property Owner 1894,San Antonio Builders LLC 4,(210) 419-1963,245617,FINALED,District 2
SA25112894,2025-11-28,REPAIR,San Antonio Project 1895,Construction work at 6401 San Pedro Ave,2281 Commerce St,San Antonio,78240,San Antonio Property Owner 1895,San Antonio Builders LLC 5,(210) 804-1146,285673,FINALED,District 10
SA25112895,2025-11-08,ADDITION,San Antonio Project 1896,Construction work at 663 San Pedro Ave,4650 San Pedro Ave,San Antonio,78248,San Antonio Property Owner 1896,San Antonio Builders LLC 6,(210) 247-7044,408950,ISSUED,District 9
SA25112896,2025-11-16,ADDITION,San Antonio Project 1897,Construction work at 6190 Broadway,552 Commerce St,San Antonio,78280,San Antonio Property Owner 1897,San Antonio Builders LLC 7,(210) 860-7679,297700,ISSUED,District 10
SA25112897,2025-11-22,PLUMBING,San Antonio Project 1898,Construction work at 1202 Houston St,3837 San Pedro Ave,San Antonio,78287,San Antonio Property Owner 1898,San Antonio Builders LLC 8,(210) 366-8604,486475,FINALED,District 9
SA25112898,2025-11-19,REPAIR,San Antonio Project 1899,Construction work at 8615 Commerce St,5072 San Pedro Ave,San Antonio,78249,San Antonio Property Owner 1899,San Antonio Builders LLC 9,(210) 455-5025,62231,APPROVED,District 8
SA25112899,2025-11-01,PLUMBING,San Antonio Project 1900,Construction work at 8454 Broadway,5725 San Pedro Ave,San Antonio,78269,San Antonio Property Owner 1900,San Antonio Builders LLC 10,(210) 343-9406,321366,APPROVED,District 9
SA25112900,2025-11-03,ADDITION,San Antonio Project 1901,Construction work at 2064 Broadway,6245 Commerce St,San Antonio,78265,San Antonio Property Owner 1901,San Antonio Builders LLC 1,(210) 418-2343,440490,APPROVED,District 10
SA25112901,2025-11-12,REPAIR,San Antonio Project 1902,Construction work at 6749 Houston St,499 Houston St,San Antonio,78249,San Antonio Property Owner 1902,San Antonio Builders LLC 2,(210) 740-1403,425718,ISSUED,District 5
SA25112902,2025-11-08,PLUMBING,San Antonio Project 1903,Construction work at 2905 Broadway,6459 Broadway,San Antonio,78248,San Antonio Property Owner 1903,San Antonio Builders LLC 3,(210) 632-5062,346934,APPROVED,District 10
SA25112903,2025-11-09,ADDITION,San Antonio Project 1904,Construction work at 3103 Commerce St,9617 Commerce St,San Antonio,78255,San Antonio Property Owner 1904,San Antonio Builders LLC 4,(210) 770-6901,221506,PENDING,District 6
SA25112904,2025-11-06,NEW CONSTRUCTION,San Antonio Project 1905,Construction work at 7958 Main St,3489 Houston St,San Antonio,78278,San Antonio Property Owner 1905,San Antonio Builders LLC 5,(210) 991-6374,125626,FINALED,District 3
SA25112905,2025-11-26,REPAIR,San Antonio Project 1906,Construction work at 1684 Houston St,9667 Commerce St,San Antonio,78256,San Antonio Property Owner 1906,San Antonio Builders LLC 6,(210) 786-1801,345267,APPROVED,District 3
SA25112906,2025-11-20,REMODEL,San Antonio Project 1907,Construction work at 2293 Main St,3978 Main St,San Antonio,78229,San Antonio Property Owner 1907,San Antonio Builders LLC 7,(210) 520-9474,109900,APPROVED,District 6
SA25112907,2025-11-01,PLUMBING,San Antonio Project 1908,Construction work at 7293 Broadway,2966 Main St,San Antonio,78244,San Antonio Property Owner 1908,San Antonio Builders LLC 8,(210) 613-9243,190900,ISSUED,District 1
SA25112908,2025-11-11,ELECTRICAL,San Antonio Project 1909,Construction work at 4108 Houston St,101 Broadway,San Antonio,78285,San Antonio Property Owner 1909,San Antonio Builders LLC 9,(210) 301-7481,338716,ISSUED,District 5
SA25112909,2025-11-22,REPAIR,San Antonio Project 1910,Construction work at 5063 Houston St,1331 Main St,San Antonio,78285,San Antonio Property Owner 1910,San Antonio Builders LLC 10,(210) 209-6657,205623,APPROVED,District 5
SA25112910,2025-11-07,ADDITION,San Antonio Project 1911,Construction work at 9930 Main St,8800 Broadway,San Antonio,78265,San Antonio Property Owner 1911,San Antonio Builders LLC 1,(210) 740-9814,476741,ISSUED,District 9
SA25112911,2025-11-22,PLUMBING,San Antonio Project 1912,Construction work at 2836 Commerce St,4359 Houston St,San Antonio,78223,San Antonio Property Owner 1912,San Antonio Builders LLC 2,(210) 882-9591,472069,FINALED,District 10
SA25112912,2025-11-21,ADDITION,San Antonio Project 1913,Construction work at 3231 Commerce St,9036 Commerce St,San Antonio,78290,San Antonio Property Owner 1913,San Antonio Builders LLC 3,(210) 584-6679,274191,PENDING,District 3
SA25112913,2025-11-04,ELECTRICAL,San Antonio Project 1914,Construction work at 3991 Broadway,8949 Broadway,San Antonio,78277,San Antonio Property Owner 1914,San Antonio Builders LLC 4,(210) 592-6858,387688,APPROVED,District 5
SA25112914,2025-11-23,NEW CONSTRUCTION,San Antonio Project 1915,Construction work at 1554 Commerce St,9117 Main St,San Antonio,78240,San Antonio Property Owner 1915,San Antonio Builders LLC 5,(210) 807-6981,468454,ISSUED,District 8
SA25112915,2025-11-18,ELECTRICAL,San Antonio Project 1916,Construction work at 7501 Main St,7394 Houston St,San Antonio,78235,San Antonio Property Owner 1916,San Antonio Builders LLC 6,(210) 454-7301,472693,APPROVED,District 10
SA25112916,2025-10-31,REPAIR,San Antonio Project 1917,Construction work at 1091 Commerce St,2744 Broadway,San Antonio,78238,San Antonio Property Owner 1917,San Antonio Builders LLC 7,(210) 710-1088,83006,PENDING,District 5
SA25112917,2025-11-26,REPAIR,San Antonio Project 1918,Construction work at 5608 Main St,4552 Houston St,San Antonio,78297,San Antonio Property Owner 1918,San Antonio Builders LLC 8,(210) 770-4254,429882,ISSUED,District 10
SA25112918,2025-11-18,PLUMBING,San Antonio Project 1919,Construction work at 2180 Broadway,5115 Houston St,San Antonio,78211,San Antonio Property Owner 1919,San Antonio Builders LLC 9,(210) 571-4274,348312,FINALED,District 6
SA25112919,2025-11-13,REMODEL,San Antonio Project 1920,Construction work at 9334 Main St,4443 Commerce St,San Antonio,78286,San Antonio Property Owner 1920,San Antonio Builders LLC 10,(210) 446-6060,93351,PENDING,District 7
SA25112920,2025-11-07,PLUMBING,San Antonio Project 1921,Construction work at 583 Main St,2741 Broadway,San Antonio,78262,San Antonio Property Owner 1921,San Antonio Builders LLC 1,(210) 414-1521,437423,PENDING,District 9
SA25112921,2025-11-26,ADDITION,San Antonio Project 1922,Construction work at 1528 Broadway,9726 Commerce St,San Antonio,78281,San Antonio Property Owner 1922,San Antonio Builders LLC 2,(210) 825-7208,189496,ISSUED,District 3
SA25112922,2025-11-04,REMODEL,San Antonio Project 1923,Construction work at 3038 San Pedro Ave,2981 Broadway,San Antonio,78224,San Antonio Property Owner 1923,San Antonio Builders LLC 3,(210) 589-8822,275493,PENDING,District 7
SA25112923,2025-11-18,ELECTRICAL,San Antonio Project 1924,Construction work at 9597 Houston St,8000 Houston St,San Antonio,78282,San Antonio Property Owner 1924,San Antonio Builders LLC 4,(210) 840-2249,207569,PENDING,District 1
SA25112924,2025-11-09,REMODEL,San Antonio Project 1925,Construction work at 109 San Pedro Ave,6167 Broadway,San Antonio,78226,San Antonio Property Owner 1925,San Antonio Builders LLC 5,(210) 727-1880,413616,FINALED,District 2
SA25112925,2025-11-12,REPAIR,San Antonio Project 1926,Construction work at 4238 Houston St,5447 Main St,San Antonio,78246,San Antonio Property Owner 1926,San Antonio Builders LLC 6,(210) 278-2495,296438,FINALED,District 6
SA25112926,2025-11-07,NEW CONSTRUCTION,San Antonio Project 1927,Construction work at 5116 San Pedro Ave,3539 San Pedro Ave,San Antonio,78244,San Antonio Property Owner 1927,San Antonio Builders LLC 7,(210) 354-4820,369917,FINALED,District 5
SA25112927,2025-11-27,ELECTRICAL,San Antonio Project 1928,Construction work at 1209 Main St,5260 Main St,San Antonio,78291,San Antonio Property Owner 1928,San Antonio Builders LLC 8,(210) 607-3418,226941,APPROVED,District 7
SA25112928,2025-11-02,ADDITION,San Antonio Project 1929,Construction work at 1281 Houston St,3108 Broadway,San Antonio,78253,San Antonio Property Owner 1929,San Antonio Builders LLC 9,(210) 841-1640,428873,APPROVED,District 7
SA25112929,2025-11-14,ADDITION,San Antonio Project 1930,Construction work at 5635 San Pedro Ave,690 Broadway,San Antonio,78221,San Antonio Property Owner 1930,San Antonio Builders LLC 10,(210) 689-7579,450952,APPROVED,District 9
SA25112930,2025-11-22,ADDITION,San Antonio Project 1931,Construction work at 6666 San Pedro Ave,6057 Broadway,San Antonio,78244,San Antonio Property Owner 1931,San Antonio Builders LLC 1,(210) 336-1278,271604,PENDING,District 8
SA25112931,2025-11-11,NEW CONSTRUCTION,San Antonio Project 1932,Construction work at 2643 Commerce St,8285 Houston St,San Antonio,78212,San Antonio Property Owner 1932,San Antonio Builders LLC 2,(210) 682-3152,433022,PENDING,District 10
SA25112932,2025-11-06,REPAIR,San Antonio Project 1933,Construction work at 1165 Commerce St,9067 San Pedro Ave,San Antonio,78261,San Antonio Property Owner 1933,San Antonio Builders LLC 3,(210) 511-1534,459287,PENDING,District 4
SA25112933,2025-11-17,ELECTRICAL,San Antonio Project 1934,Construction work at 9644 Commerce St,3177 Houston St,San Antonio,78245,San Antonio Property Owner 1934,San Antonio Builders LLC 4,(210) 949-2789,63318,APPROVED,District 10
SA25112934,2025-11-17,PLUMBING,San Antonio Project 1935,Construction work at 8193 San Pedro Ave,4781 Broadway,San Antonio,78215,San Antonio Property Owner 1935,San Antonio Builders LLC 5,(210) 328-3742,424668,PENDING,District 5
SA25112935,2025-11-07,ELECTRICAL,San Antonio Project 1936,Construction work at 1153 Houston St,3075 Houston St,San Antonio,78210,San Antonio Property Owner 1936,San Antonio Builders LLC 6,(210) 526-3598,376052,PENDING,District 8
SA25112936,2025-11-28,PLUMBING,San Antonio Project 1937,Construction work at 4492 Commerce St,2860 Commerce St,San Antonio,78238,San Antonio Property Owner 1937,San Antonio Builders LLC 7,(210) 953-2622,404970,FINALED,District 5
SA25112937,2025-11-16,REPAIR,San Antonio Project 1938,Construction work at 9042 Commerce St,3028 San Pedro Ave,San Antonio,78228,San Antonio Property Owner 1938,San Antonio Builders LLC 8,(210) 509-1065,306115,APPROVED,District 6
SA25112938,2025-11-09,NEW CONSTRUCTION,San Antonio Project 1939,Construction work at 991 San Pedro Ave,9526 Commerce St,San Antonio,78214,San Antonio Property Owner 1939,San Antonio Builders LLC 9,(210) 261-3653,269394,PENDING,District 8
SA25112939,2025-11-25,REPAIR,San Antonio Project 1940,Construction work at 5738 Main St,4865 Commerce St,San Antonio,78249,San Antonio Property Owner 1940,San Antonio Builders LLC 10,(210) 458-7422,177420,APPROVED,District 4
SA25112940,2025-11-28,REMODEL,San Antonio Project 1941,Construction work at 8823 Main St,7170 Main St,San Antonio,78285,San Antonio Property Owner 1941,San Antonio Builders LLC 1,(210) 762-3696,310508,PENDING,District 4
SA25112941,2025-11-21,REPAIR,San Antonio Project 1942,Construction work at 4944 Main St,345 Broadway,San Antonio,78228,San Antonio Property Owner 1942,San Antonio Builders LLC 2,(210) 991-4487,405642,PENDING,District 9
SA25112942,2025-11-15,REPAIR,San Antonio Project 1943,Construction work at 4043 Broadway,675 Main St,San Antonio,78261,San Antonio Property Owner 1943,San Antonio Builders LLC 3,(210) 411-4529,385539,ISSUED,District 8
SA25112943,2025-11-23,NEW CONSTRUCTION,San Antonio Project 1944,Construction work at 509 Houston St,610 Broadway,San Antonio,78247,San Antonio Property Owner 1944,San Antonio Builders LLC 4,(210) 785-2337,348238,PENDING,District 5
SA25112944,2025-11-28,NEW CONSTRUCTION,San Antonio Project 1945,Construction work at 6220 Broadway,1989 Houston St,San Antonio,78292,San Antonio Property Owner 1945,San Antonio Builders LLC 5,(210) 240-4824,144722,ISSUED,District 3
SA25112945,2025-11-26,NEW CONSTRUCTION,San Antonio Project 1946,Construction work at 1244 San Pedro Ave,9542 San Pedro Ave,San Antonio,78226,San Antonio Property Owner 1946,San Antonio Builders LLC 6,(210) 701-1194,51563,ISSUED,District 1
SA25112946,2025-11-06,NEW CONSTRUCTION,San Antonio Project 1947,Construction work at 9927 Broadway,500 San Pedro Ave,San Antonio,78246,San Antonio Property Owner 1947,San Antonio Builders LLC 7,(210) 674-7843,429616,ISSUED,District 1
SA25112947,2025-11-28,ADDITION,San Antonio Project 1948,Construction work at 5116 San Pedro Ave,5809 Houston St,San Antonio,78211,San Antonio Property Owner 1948,San Antonio Builders LLC 8,(210) 829-3643,94370,PENDING,District 9
SA25112948,2025-11-27,ADDITION,San Antonio Project 1949,Construction work at 4513 San Pedro Ave,3219 Broadway,San Antonio,78239,San Antonio Property Owner 1949,San Antonio Builders LLC 9,(210) 825-9065,490182,FINALED,District 4
SA25112949,2025-11-20,REPAIR,San Antonio Project 1950,Construction work at 1911 Main St,7553 Main St,San Antonio,78252,San Antonio Property Owner 1950,San Antonio Builders LLC 10,(210) 503-9770,316545,APPROVED,District 8
SA25112950,2025-11-05,REMODEL,San Antonio Project 1951,Construction work at 3906 Broadway,149 Main St,San Antonio,78297,San Antonio Property Owner 1951,San Antonio Builders LLC 1,(210) 332-1310,381352,APPROVED,District 2
SA25112951,2025-11-03,REPAIR,San Antonio Project 1952,Construction work at 8532 Houston St,6230 Commerce St,San Antonio,78282,San Antonio Property Owner 1952,San Antonio Builders LLC 2,(210) 208-2689,271407,APPROVED,District 7
SA25112952,2025-11-17,REMODEL,San Antonio Project 1953,Construction work at 6608 Broadway,5311 Broadway,San Antonio,78241,San Antonio Property Owner 1953,San Antonio Builders LLC 3,(210) 200-4059,242341,FINALED,District 4
SA25112953,2025-11-18,ADDITION,San Antonio Project 1954,Construction work at 9075 San Pedro Ave,9323 San Pedro Ave,San Antonio,78264,San Antonio Property Owner 1954,San Antonio Builders LLC 4,(210) 419-5446,301000,PENDING,District 2
SA25112954,2025-10-30,NEW CONSTRUCTION,San Antonio Project 1955,Construction work at 1016 Commerce St,7606 Houston St,San Antonio,78250,San Antonio Property Owner 1955,San Antonio Builders LLC 5,(210) 232-6884,253452,PENDING,District 5
SA25112955,2025-11-20,REMODEL,San Antonio Project 1956,Construction work at 1367 Houston St,6685 Commerce St,San Antonio,78286,San Antonio Property Owner 1956,San Antonio Builders LLC 6,(210) 607-6109,441704,FINALED,District 5
SA25112956,2025-11-28,PLUMBING,San Antonio Project 1957,Construction work at 7021 Broadway,2110 Commerce St,San Antonio,78274,San Antonio Property Owner 1957,San Antonio Builders LLC 7,(210) 475-6066,480773,FINALED,District 9
SA25112957,2025-11-14,REPAIR,San Antonio Project 1958,Construction work at 734 Commerce St,948 Commerce St,San Antonio,78269,San Antonio Property Owner 1958,San Antonio Builders LLC 8,(210) 342-8979,290913,FINALED,District 7
SA25112958,2025-11-22,ELECTRICAL,San Antonio Project 1959,Construction work at 6519 Broadway,4819 San Pedro Ave,San Antonio,78225,San Antonio Property Owner 1959,San Antonio Builders LLC 9,(210) 668-9834,397316,APPROVED,District 6
SA25112959,2025-11-06,PLUMBING,San Antonio Project 1960,Construction work at 5957 Broadway,2041 Houston St,San Antonio,78287,San Antonio Property Owner 1960,San Antonio Builders LLC 10,(210) 270-7085,179126,ISSUED,District 5
SA25112960,2025-11-16,NEW CONSTRUCTION,San Antonio Project 1961,Construction work at 3218 Houston St,3201 Main St,San Antonio,78279,San Antonio Property Owner 1961,San Antonio Builders LLC 1,(210) 205-3390,388450,APPROVED,District 1
SA25112961,2025-10-30,ADDITION,San Antonio Project 1962,Construction work at 6031 Broadway,3439 Main St,San Antonio,78273,San Antonio Property Owner 1962,San Antonio Builders LLC 2,(210) 218-3690,253908,FINALED,District 3
SA25112962,2025-11-04,REPAIR,San Antonio Project 1963,Construction work at 2401 Broadway,8418 Broadway,San Antonio,78210,San Antonio Property Owner 1963,San Antonio Builders LLC 3,(210) 604-3401,483521,APPROVED,District 9
SA25112963,2025-11-21,PLUMBING,San Antonio Project 1964,Construction work at 7111 Main St,6987 Broadway,San Antonio,78277,San Antonio Property Owner 1964,San Antonio Builders LLC 4,(210) 418-3597,380456,FINALED,District 3
SA25112964,2025-11-13,REPAIR,San Antonio Project 1965,Construction work at 6931 San Pedro Ave,232 Houston St,San Antonio,78247,San Antonio Property Owner 1965,San Antonio Builders LLC 5,(210) 291-6838,75956,ISSUED,District 10
SA25112965,2025-11-03,REPAIR,San Antonio Project 1966,Construction work at 1480 Commerce St,9920 Broadway,San Antonio,78292,San Antonio Property Owner 1966,San Antonio Builders LLC 6,(210) 384-2303,410642,PENDING,District 4
SA25112966,2025-11-04,ADDITION,San Antonio Project 1967,Construction work at 1937 Broadway,9022 Houston St,San Antonio,78220,San Antonio Property Owner 1967,San Antonio Builders LLC 7,(210) 933-2304,280130,APPROVED,District 7
SA25112967,2025-11-14,ELECTRICAL,San Antonio Project 1968,Construction work at 7721 San Pedro Ave,5901 Houston St,San Antonio,78211,San Antonio Property Owner 1968,San Antonio Builders LLC 8,(210) 248-9953,383404,PENDING,District 7
SA25112968,2025-11-14,NEW CONSTRUCTION,San Antonio Project 1969,Construction work at 3454 Houston St,3263 Commerce St,San Antonio,78281,San Antonio Property Owner 1969,San Antonio Builders LLC 9,(210) 545-7119,77230,APPROVED,District 8
SA25112969,2025-11-07,REPAIR,San Antonio Project 1970,Construction work at 7816 Houston St,3985 Houston St,San Antonio,78284,San Antonio Property Owner 1970,San Antonio Builders LLC 10,(210) 512-5603,263826,ISSUED,District 6
SA25112970,2025-11-04,REPAIR,San Antonio Project 1971,Construction work at 9420 Main St,2653 Houston St,San Antonio,78299,San Antonio Property Owner 1971,San Antonio Builders LLC 1,(210) 357-7033,135764,APPROVED,District 8
SA25112971,2025-11-10,NEW CONSTRUCTION,San Antonio Project 1972,Construction work at 8912 Main St,5445 San Pedro Ave,San Antonio,78295,San Antonio Property Owner 1972,San Antonio Builders LLC 2,(210) 401-7337,484109,ISSUED,District 9
SA25112972,2025-11-20,PLUMBING,San Antonio Project 1973,Construction work at 4405 Main St,7538 Main St,San Antonio,78253,San Antonio Property Owner 1973,San Antonio Builders LLC 3,(210) 678-2273,446972,FINALED,District 9
