permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
2025-131796 BP,2025-11-12,N/A,TI Retail to Retail - Remodeling an existing empty unit into a pool showroom.,TI Retail to Retail - Remodeling an existing empty unit into a pool showroom.,7010 W SH 71 UNIT 250,Austin,N/A,N/A,N/A,4693835939,0,N/A,8
2025-114910 PP,2025-11-12,N/A,Replacing 90 ft of cast iron building drain to original tap/tie in pointand  re piping vent and water piping in kitchen and 2 bathrooms .,Replacing 90 ft of cast iron building drain to original tap/tie in pointand  re piping vent and water piping in kitchen and 2 bathrooms .,4206 FARHILLS DR,Austin,N/A,N/A,N/A,5125086881,0,N/A,10
2025-137515 EP,2025-11-12,N/A,[ELipps Main House] 132 Ground-Mounted residential Trina Vertex 620W panels,[ELipps Main House] 132 Ground-Mounted residential Trina Vertex 620W panels,11408 MUSKET RIM,Austin,N/A,N/A,N/A,8322808838,0,N/A,N/A
2025-143804 EP,2025-11-12,N/A,for landscape lighting and irrigation,for landscape lighting and irrigation,5810 1/2 STEINER RANCH BLVD,Austin,N/A,N/A,N/A,5128294711,0,N/A,10
2025-142826 MP,2025-11-12,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,2618 MARKET GARDEN LN,Austin,N/A,N/A,N/A,5127961581,0,N/A,5
2025-060116 DS,2025-11-12,N/A,Construct new driveway approach of 12 FT and curb and gutter of 19 LF. No sidewalk inspection per plan review.,Construct new driveway approach of 12 FT and curb and gutter of 19 LF. No sidewalk inspection per plan review.,2508 LITTLE JOHN LN,Austin,N/A,N/A,N/A,5129008797,0,N/A,3
2025-140084 PP,2025-11-12,N/A,ePlan: Residential Expedited Review -New construction of a 3-Story Single Family Res. [3bed 3.5bath] with Attached Carport and Autofill Pool.  4705 Bolm Rd.,ePlan: Residential Expedited Review -New construction of a 3-Story Single Family Res. [3bed 3.5bath] with Attached Carport and Autofill Pool.  4705 Bolm Rd.,910 CHOTE AVE,Austin,N/A,N/A,N/A,7372636253,0,N/A,3
2024-128967 MP,2025-11-12,N/A,"Finish Out for Dining Area and Bar

Floor 1","Finish Out for Dining Area and Bar

Floor 1",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-144816 BP,2025-11-12,N/A,Replace an existing diesel Option generator Automatic Transfer Switch Docking Station and install stairs/platform on new concrete apron on existing equipment pad. Site plan exemption not required less than 100 sq ft for existing office building-separate scope of work than PR 2025-007895,Replace an existing diesel Option generator Automatic Transfer Switch Docking Station and install stairs/platform on new concrete apron on existing equipment pad. Site plan exemption not required less than 100 sq ft for existing office building-separate scope of work than PR 2025-007895,721 BARTON SPRINGS RD,Austin,N/A,N/A,N/A,5129743971,0,N/A,9
2025-088681 EP,2025-11-12,N/A,MAU Replacement and Building Mau Chase for Existing Hotel,MAU Replacement and Building Mau Chase for Existing Hotel,10201 STONELAKE BLVD,Austin,N/A,N/A,N/A,4692064099,0,N/A,7
2025-139683 BP,2025-11-12,N/A,BUILDING 2 (2a): New studio apartment (duplex residence) w/ 1 bathroom & includes the carport & porch for building 2.,BUILDING 2 (2a): New studio apartment (duplex residence) w/ 1 bathroom & includes the carport & porch for building 2.,2309 OAK CREST AVE UNIT 2A,Austin,N/A,N/A,N/A,8323093937,0,N/A,3
2025-140361 EP,2025-11-12,N/A,Temporary Saw Pole for New Construction fed from Permanent Existing XFMR inside the job site in ETJ,Temporary Saw Pole for New Construction fed from Permanent Existing XFMR inside the job site in ETJ,9013 1/2 CAPITOL VIEW DR,Austin,N/A,N/A,N/A,3462879485,0,N/A,N/A
2025-133361 BP,2025-11-12,N/A,Retroactive uncovered wood deck addition,Retroactive uncovered wood deck addition,2000 GARDEN ST,Austin,N/A,N/A,N/A,5128798767,0,N/A,3
2025-141840 BP,2025-11-12,N/A,Express- Foundation Repair,Express- Foundation Repair,1404 SIR THOPAS TRL,Austin,N/A,N/A,N/A,2106481560,0,N/A,5
2025-142145 EP,2025-11-12,N/A,THE CODE - Wall sign ST.1 - Halo Lit Channel Logo,THE CODE - Wall sign ST.1 - Halo Lit Channel Logo,2323 S LAMAR BLVD,Austin,N/A,N/A,N/A,N/A,0,N/A,5
2025-143392 EP,2025-11-12,N/A,Homebuilder Loop Austin 2 Mile ETJ Austin Energy,Homebuilder Loop Austin 2 Mile ETJ Austin Energy,11913 ELLENA CV,Austin,N/A,N/A,N/A,5122520040,0,N/A,N/A
2025-140207 EP,2025-11-12,N/A,****Request to Disconnect**** 200A MCB ATS install with backup generator,****Request to Disconnect**** 200A MCB ATS install with backup generator,5908 LONG CT,Austin,N/A,N/A,N/A,5128240402,0,N/A,10
2025-143394 EP,2025-11-12,N/A,Homebuilder Loop Austin 2 Mile ETJ Austin Energy,Homebuilder Loop Austin 2 Mile ETJ Austin Energy,12016 MURANO DR,Austin,N/A,N/A,N/A,5122520040,0,N/A,N/A
2025-145340 BP,2025-11-12,N/A,Express: replace 2 bedroom windows (like for like); replace water heater; replace HVAC,Express: replace 2 bedroom windows (like for like); replace water heater; replace HVAC,2326 LAKEHURST DR,Austin,N/A,N/A,N/A,5127840313,0,N/A,2
2025-117172 EP,2025-11-12,N/A,*Partial Demo* Interior remodel,*Partial Demo* Interior remodel,4700 RIVER PLACE BLVD UNIT 1,Austin,N/A,N/A,N/A,5125969035,10.0,N/A,10
2025-139552 EP,2025-11-12,N/A,Pool - Pool 29x15ft with an inside 11x7ft spa. 939 sq ft of turf (on non compacted soil)  607 sq ft of pea gravel one 8x13x9ft Metal pergola with metal flat roof and 6x1¿ cedar wood privacy slats with 190 sq ft of concrete decking. Equipment pad 3x8ft (24 sq ft). Autofil and electric heater.,Pool - Pool 29x15ft with an inside 11x7ft spa. 939 sq ft of turf (on non compacted soil)  607 sq ft of pea gravel one 8x13x9ft Metal pergola with metal flat roof and 6x1¿ cedar wood privacy slats with 190 sq ft of concrete decking. Equipment pad 3x8ft (24 sq ft). Autofil and electric heater.,8601 THOMPSON TEAL TRL,Austin,N/A,N/A,N/A,5126364984,0,N/A,2
2024-128971 PP,2025-11-12,N/A,"Finish Out for Dining and Bar

Floor 2","Finish Out for Dining and Bar

Floor 2",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-136365 EP,2025-11-12,N/A,24kW whole home generator (Natural Gas) connected to house meter and main panel. Austin Energy disconnect required. (Greg Mason),24kW whole home generator (Natural Gas) connected to house meter and main panel. Austin Energy disconnect required. (Greg Mason),1001 BLUEBONNET LN,Austin,N/A,N/A,N/A,5122014108,0,N/A,5
2025-139908 EP,2025-11-12,N/A,Install new 22.79 kW DC rooftop solar system to existing residential,Install new 22.79 kW DC rooftop solar system to existing residential,1629 CABINWOOD CV,Austin,N/A,N/A,N/A,5124765555,0,N/A,8
2025-142817 PP,2025-11-12,N/A,"2000=-lf  of Wastewater line with all apprutenances and 5300 lf of waterline with appurtenances  On site only NO building plumbing  Permit plan 
SPC 2024-0162C.SH","2000=-lf  of Wastewater line with all apprutenances and 5300 lf of waterline with appurtenances  On site only NO building plumbing  Permit plan 
SPC 2024-0162C.SH",8413 SOUTHWEST PKWY,Austin,N/A,N/A,N/A,5122898473,0,N/A,8
2025-124162 PP,2025-11-12,N/A,ePlan: Residential Expedited Review - New construction of a 1-Story Single Family Res. [1bed 1bath],ePlan: Residential Expedited Review - New construction of a 1-Story Single Family Res. [1bed 1bath],2201 MONTCLAIRE ST,Austin,N/A,N/A,N/A,5127878228,0,N/A,5
2024-128990 MP,2025-11-12,N/A,"Finish Out for Outdoor Amenity Space (Pool to be permitted separately) Includes Outdoor Lounge and Pool Deck

Floor 14","Finish Out for Outdoor Amenity Space (Pool to be permitted separately) Includes Outdoor Lounge and Pool Deck

Floor 14",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-126170 EP,2025-11-12,N/A,Replace/upgrade main service.,Replace/upgrade main service.,8002 COPANO DR,Austin,N/A,N/A,N/A,5129246787,0,N/A,8
2025-046447 PP,2025-11-12,N/A,New pool concrete decking and pavilion (less than 200 sqft-exempt),New pool concrete decking and pavilion (less than 200 sqft-exempt),8328 ELANDER DR,Austin,N/A,N/A,N/A,5129668936,0,N/A,10
2024-128968 MP,2025-11-12,N/A,"Finish Out for Kitchen 

Floor 1","Finish Out for Kitchen 

Floor 1",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-140256 EP,2025-11-12,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 3.5bath] with Attached Carport,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 3.5bath] with Attached Carport,4808 WOODVIEW AVE,Austin,N/A,N/A,N/A,5122631214,0,N/A,7
2025-124161 PP,2025-11-12,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 4.5bath] with Attached Garage.,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 4.5bath] with Attached Garage.,2500 PARAMOUNT AVE,Austin,N/A,N/A,N/A,5127878228,0,N/A,5
2025-133346 PP,2025-11-12,N/A,ETJ new service for SFR,ETJ new service for SFR,11905 MURANO DR,Austin,N/A,N/A,N/A,5129907200,0,N/A,N/A
2024-128987 MP,2025-11-12,N/A,"Finish Out for Pantry Outdoor Bar and Adjacent Restrooms

Floor 14","Finish Out for Pantry Outdoor Bar and Adjacent Restrooms

Floor 14",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-137205 BP,2025-11-12,N/A,New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 10-CB-R. This is a 2 Story building 4 Beds 3.5 Baths with height of 31-7 and 3129 square feet.,New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 10-CB-R. This is a 2 Story building 4 Beds 3.5 Baths with height of 31-7 and 3129 square feet.,9803 RIBELIN RANCH CT BLDG 37,Austin,N/A,N/A,N/A,5125659395,0,N/A,10
2024-128971 MP,2025-11-12,N/A,"Finish Out for Dining and Bar

Floor 2","Finish Out for Dining and Bar

Floor 2",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-145814 BP,2025-11-12,N/A,Express- Foundation Repair- installing 14 exterior pilings,Express- Foundation Repair- installing 14 exterior pilings,2601 AMUR DR,Austin,N/A,N/A,N/A,2104955758,0,N/A,5
2025-134884 BP,2025-11-12,N/A,Remodel of Interior Space Scope Includes Revisions to the Existing MEP Systems for Bldg. PS4,Remodel of Interior Space Scope Includes Revisions to the Existing MEP Systems for Bldg. PS4,12500 TECH RIDGE BLVD,Austin,N/A,N/A,N/A,6503808574,0,N/A,1
2025-142230 EP,2025-11-12,N/A,REQUEST TO DISCONNECT Installing a 36.504 kW PV Solar System 4 Tesla Inverters 2 Sol-Ark Inverters 2 Sol-Ark Batteries,REQUEST TO DISCONNECT Installing a 36.504 kW PV Solar System 4 Tesla Inverters 2 Sol-Ark Inverters 2 Sol-Ark Batteries,3408 MOUNTAIN TOP CIR,Austin,N/A,N/A,N/A,4692095910,0,N/A,10
2025-141643 PP,2025-11-12,N/A,Tunnel from bathroom to bathroom 100 feet. Open a hole behind master bathroom and another one behind guest bathroom to tunnel in. Tunnel will go across under the house and connect to the kitchen sink on the way. Make another hole in the garage floor in front of the washing machine and tunnel over to connect to main line. Tear out all old cast iron and carry off. Replace with schedule 40 PVC. It will run out from under the master bathroom and tie onto the main line. Put in a new cleanout for the main and a new line running over to the main line in the yard. Put in a new backwater valve in 4 pipe. Run a new line for the washer/dryer and possibly a new vent and washer box. In bathrooms: install new P-traps and toilet flanges and reset all toilets. Note: All 2 and 3 PVC will be hung at 4 foot intervals with stainless steel hangers.,Tunnel from bathroom to bathroom 100 feet. Open a hole behind master bathroom and another one behind guest bathroom to tunnel in. Tunnel will go across under the house and connect to the kitchen sink on the way. Make another hole in the garage floor in front of the washing machine and tunnel over to connect to main line. Tear out all old cast iron and carry off. Replace with schedule 40 PVC. It will run out from under the master bathroom and tie onto the main line. Put in a new cleanout for the main and a new line running over to the main line in the yard. Put in a new backwater valve in 4 pipe. Run a new line for the washer/dryer and possibly a new vent and washer box. In bathrooms: install new P-traps and toilet flanges and reset all toilets. Note: All 2 and 3 PVC will be hung at 4 foot intervals with stainless steel hangers.,1109 NEWPORT AVE,Austin,N/A,N/A,N/A,5127861771,0,N/A,1
2025-118986 PP,2025-11-12,N/A,Interior build out of business office. MODIFICATIONS TO AREAS OF OPEN WORKSTATION. CONFERECE ROOMS AND STORAGE AREA. FINISH LEVEL FOR THE PROJECT IS CONSIDERED AS MID LEVEL WITH OFFICE FINISH MATCHING THROUGHOUT,Interior build out of business office. MODIFICATIONS TO AREAS OF OPEN WORKSTATION. CONFERECE ROOMS AND STORAGE AREA. FINISH LEVEL FOR THE PROJECT IS CONSIDERED AS MID LEVEL WITH OFFICE FINISH MATCHING THROUGHOUT,2043 S LAMAR BLVD UNIT 2450,Austin,N/A,N/A,N/A,5128067500,0,N/A,9
2025-143584 EP,2025-11-12,N/A,"Electrical service meter installation for new construction of SFR in the ETJ.
1796 sq ft","Electrical service meter installation for new construction of SFR in the ETJ.
1796 sq ft",12000 MURANO DR,Austin,N/A,N/A,N/A,5122520040,0,N/A,N/A
2024-128970 MP,2025-11-12,N/A,"Finish Out for Prefunction and Ballroom 

Floor 1","Finish Out for Prefunction and Ballroom 

Floor 1",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-143423 PP,2025-11-11,N/A,Replacing water line from house to city meter and replace water lines under house.,Replacing water line from house to city meter and replace water lines under house.,1707 OVERHILL DR,Austin,N/A,N/A,N/A,5124513031,0,N/A,1
2025-143475 BP,2025-11-11,N/A,OLD SIXTH - New Trash Room - New Door New Floor Drains New Exhaust Fans Minor Elec. Work.,OLD SIXTH - New Trash Room - New Door New Floor Drains New Exhaust Fans Minor Elec. Work.,725 E 6TH ST,Austin,N/A,N/A,N/A,5123068888,0,N/A,9
2025-144404 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,6921 COVERED BRIDGE DR,Austin,N/A,N/A,N/A,5122800011,0,N/A,8
2025-122046 MP,2025-11-11,N/A,Connect Mobile Home and add Decks 4x4,Connect Mobile Home and add Decks 4x4,7 MADRONA DR,Austin,N/A,N/A,N/A,2105990100,0,N/A,2
2025-135387 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12007 N LAMAR BLVD BLDG 13 UNIT 1327,Austin,N/A,N/A,N/A,5127452555,0,N/A,7
2025-141531 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12370 ALAMEDA TRACE CIR UNIT 633,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2025-135382 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,9200 NORTH PLZ UNIT 909,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2025-119186 PP,2025-11-11,N/A,Interior remodel of existing office suite. No mechanical work. (3 apps - Suite 600 610 and 620),Interior remodel of existing office suite. No mechanical work. (3 apps - Suite 600 610 and 620),106 E 6TH ST UNIT 620,Austin,N/A,N/A,N/A,5122605079,0,N/A,9
2025-143713 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,3305 CLEARVIEW DR,Austin,N/A,N/A,N/A,5122800011,0,N/A,10
2025-135028 BP,2025-11-11,N/A,Total Demo of pool,Total Demo of pool,4107 HONEYCOMB ROCK CIR,Austin,N/A,N/A,N/A,5126553541,1.0,N/A,10
2025-139352 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,2011 E 6TH ST BLDG 1 UNIT 1311,Austin,N/A,N/A,N/A,5127452555,0,N/A,3
2025-143626 PP,2025-11-11,N/A,Replacement of an existing water heater 40-gal gas water heater changeout like for like,Replacement of an existing water heater 40-gal gas water heater changeout like for like,9504 TANAGER WAY,Austin,N/A,N/A,N/A,5129912882,0,N/A,5
2025-133331 PP,2025-11-11,N/A,ETJ new service for SFR,ETJ new service for SFR,12012 RAVENNA CV,Austin,N/A,N/A,N/A,5129907200,0,N/A,N/A
2025-058240 PP,2025-11-11,N/A,New 2-story single family residence 5 bed/4.5 bath with attached garaged covered porch an patio,New 2-story single family residence 5 bed/4.5 bath with attached garaged covered porch an patio,9513 BOATHOUSE DR,Austin,N/A,N/A,N/A,5129907200,0,N/A,2
2025-144367 PP,2025-11-11,N/A,Irrigation for lawn,Irrigation for lawn,1201 AZIE MORTON RD BLDG 1,Austin,N/A,N/A,N/A,N/A,0,N/A,5
2025-136372 EP,2025-11-11,N/A,New construction of SFR Condo with 5 beds 5.5 Baths covered rear porch patio and 3 car garage,New construction of SFR Condo with 5 beds 5.5 Baths covered rear porch patio and 3 car garage,6005 SILENT NOVA VW,Austin,N/A,N/A,N/A,5127786240,0,N/A,10
2025-135388 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,3543 GREYSTONE DR UNIT 1103,Austin,N/A,N/A,N/A,5127452555,0,N/A,10
2025-089448 EP,2025-11-11,N/A,Kitchen addition (83 sq ft) and existing kitchen remodel (252 sq ft),Kitchen addition (83 sq ft) and existing kitchen remodel (252 sq ft),1112 W 9TH ST,Austin,N/A,N/A,N/A,5128392478,3309.0,N/A,9
2024-143557 PP,2025-11-11,N/A,Construction of swimming pool associated with Airport Crossing Multifamily (2023-050788PR).,Construction of swimming pool associated with Airport Crossing Multifamily (2023-050788PR).,6101 ROSS RD,Austin,N/A,N/A,N/A,2104341509,0,N/A,2
2025-142765 EP,2025-11-11,N/A,New Service for SFR in ETJ,New Service for SFR in ETJ,3206 PICKWICK LN,Austin,N/A,N/A,N/A,5127402842,0,N/A,N/A
2025-143393 EP,2025-11-11,N/A,We are upgrading an existing service to 200A and adding an EV charger for a Rivian.,We are upgrading an existing service to 200A and adding an EV charger for a Rivian.,6213 HARROGATE DR,Austin,N/A,N/A,N/A,8303795844,0,N/A,10
2025-055613 MP,2025-11-11,N/A,Bldg #1: New 2-story dwelling unit 2 Bed/1.5 bath with attached carport uncovered wood deck and driveway,Bldg #1: New 2-story dwelling unit 2 Bed/1.5 bath with attached carport uncovered wood deck and driveway,3616 PENNSYLVANIA AVE BLDG 1,Austin,N/A,N/A,N/A,5127894151,0,N/A,1
2025-137945 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12440 ALAMEDA TRACE CIR BLDG 16 UNIT 1638,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2025-144369 PP,2025-11-11,N/A,irrigation for lawn,irrigation for lawn,1201 AZIE MORTON RD BLDG 3,Austin,N/A,N/A,N/A,N/A,0,N/A,5
2025-136354 EP,2025-11-11,N/A,26kW whole home generator (Natural Gas) connected to house meter and main panel. PEC disconnect required. (Paul Vineis),26kW whole home generator (Natural Gas) connected to house meter and main panel. PEC disconnect required. (Paul Vineis),10700 WINCHELSEA DR,Austin,N/A,N/A,N/A,5122014108,0,N/A,6
2025-133858 PP,2025-11-11,N/A,New Construction Plumbing 1706 sq. ft.  ETJ,New Construction Plumbing 1706 sq. ft.  ETJ,12024 RAVENNA CV,Austin,N/A,N/A,N/A,5129907200,0,N/A,N/A
2025-140163 EP,2025-11-11,N/A,"Install Tpole
Ref: 2025-124957-BP","Install Tpole
Ref: 2025-124957-BP",2615 SPRING LN,Austin,N/A,N/A,N/A,5127402842,0,N/A,10
2025-144178 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,1602 CRIPPLE CREEK DR,Austin,N/A,N/A,N/A,5128737333,0,N/A,4
2025-142944 EP,2025-11-11,N/A,HBL ETJ NO BP,HBL ETJ NO BP,5916 SWEDISH FARMS TER,Austin,N/A,N/A,N/A,5122885373,0,N/A,N/A
2025-135390 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,3607 GREYSTONE DR UNIT 1514,Austin,N/A,N/A,N/A,5127452555,0,N/A,10
2025-135365 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12820 N LAMAR BLVD UNIT 536,Austin,N/A,N/A,N/A,5127452555,0,N/A,7
2025-119048 MP,2025-11-11,N/A,Tenant office build out to previously permitted office warehouse building. No racking in the permit scope tenant will apply separately for racking.,Tenant office build out to previously permitted office warehouse building. No racking in the permit scope tenant will apply separately for racking.,8027 EXCHANGE DR,Austin,N/A,N/A,N/A,5128342005,0,N/A,1
2025-137907 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,2408 MANOR RD UNIT 104,Austin,N/A,N/A,N/A,5127452555,0,N/A,9
2025-144364 PP,2025-11-11,N/A,Irrigation for lawn,Irrigation for lawn,402 GATE TREE LN,Austin,N/A,N/A,N/A,N/A,0,N/A,3
2025-144106 EP,2025-11-11,N/A,TEMPORARY TPOLE FOR NEW CONSTRUCTION IN EASTON PARK,TEMPORARY TPOLE FOR NEW CONSTRUCTION IN EASTON PARK,9016 PEAFOWL ST,Austin,N/A,N/A,N/A,5124917718,0,N/A,2
2025-144147 PP,2025-11-11,N/A,Gas re-pipe - test needed,Gas re-pipe - test needed,1411 GRACY FARMS LN UNIT 39,Austin,N/A,N/A,N/A,5125664182,0,N/A,7
2025-142051 BP,2025-11-11,N/A,Addition and Remodel to Existing 1-story single family residence. Remodel of bedrooms & bathrooms kitchen & living space.  Addition of covered rear porch beyond current porch footprint.  4 bedroom 3 bath.,Addition and Remodel to Existing 1-story single family residence. Remodel of bedrooms & bathrooms kitchen & living space.  Addition of covered rear porch beyond current porch footprint.  4 bedroom 3 bath.,5703 MARILYN DR,Austin,N/A,N/A,N/A,5128208004,0,N/A,7
2025-135369 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12340 ALAMEDA TRACE CIR UNIT 2514,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2025-135389 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,3607 GREYSTONE DR UNIT 1312,Austin,N/A,N/A,N/A,5127452555,0,N/A,10
2025-105521 EP,2025-11-11,N/A,"Addition and remodel

Interior: remodel of bathroom kitchen. Electrical upgrades.  Exterior: new covered patio - to be constructed to the same extent as existing concrete slab near to tree.","Addition and remodel

Interior: remodel of bathroom kitchen. Electrical upgrades.  Exterior: new covered patio - to be constructed to the same extent as existing concrete slab near to tree.",11703 BARRINGTON WAY,Austin,N/A,N/A,N/A,7135944700,2805.0,N/A,10
2025-079932 BP,2025-11-11,N/A,"ePlan: Residential Expedited Review - New construction of a THREE UNIT RES.
Bldg 2 New construction of a 3-Story Single Family Res. [3bed 3bath] with attached Garage","ePlan: Residential Expedited Review - New construction of a THREE UNIT RES.
Bldg 2 New construction of a 3-Story Single Family Res. [3bed 3bath] with attached Garage",5505 WILLIAM HOLLAND AVE BLDG 2,Austin,N/A,N/A,N/A,2102376328,0,N/A,7
2025-144064 PP,2025-11-11,N/A,"Replace interior hot and cold water lines with Uponor PEX pipe. 
Replace main water line from city lead to home","Replace interior hot and cold water lines with Uponor PEX pipe. 
Replace main water line from city lead to home",5229 MEADOW CREEK DR,Austin,N/A,N/A,N/A,2814886238,0,N/A,3
2025-135391 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,1930 W RUNDBERG LN UNIT 725,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2025-144033 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,5809 WEST GATE BLVD BLDG A,Austin,N/A,N/A,N/A,5128737333,0,N/A,5
2025-144363 PP,2025-11-11,N/A,irrigation for lawn,irrigation for lawn,5209 HEDGEWOOD DR,Austin,N/A,N/A,N/A,N/A,0,N/A,3
2025-030008 EP,2025-11-11,N/A,"THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1

[Phase II]","THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1

[Phase II]",1201 W 38TH ST,Austin,N/A,N/A,N/A,5122431450,0,N/A,10
2025-141021 PP,2025-11-11,N/A,EXPRESS: Replace tub to shower 1-piece refabricated acrylic no electrical work needed replace valve with new shower valve only working in wet space.,EXPRESS: Replace tub to shower 1-piece refabricated acrylic no electrical work needed replace valve with new shower valve only working in wet space.,12412 FALLEN TOWER LN,Austin,N/A,N/A,N/A,7177759506,0,N/A,1
2025-143717 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,10411 CHARETTE CV,Austin,N/A,N/A,N/A,5122800011,0,N/A,6
2025-137938 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12340 ALAMEDA TRACE CIR UNIT 2709,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2024-079970 MP,2025-11-11,N/A,ePlan: Residential Expedited Review: New construction UNIT 1 2-Story [3bed 3bath] with attached Garage.,ePlan: Residential Expedited Review: New construction UNIT 1 2-Story [3bed 3bath] with attached Garage.,513 W O DELL ST UNIT 1,Austin,N/A,N/A,N/A,5127894151,0,N/A,4
2025-139655 PP,2025-11-11,N/A,Tunnel approximately 8 under the concrete slab and replace a small broken section of sanitary sewer piping.,Tunnel approximately 8 under the concrete slab and replace a small broken section of sanitary sewer piping.,5605 BLUERIDGE CT,Austin,N/A,N/A,N/A,7372267953,0,N/A,10
2024-079971 MP,2025-11-11,N/A,Residential Expedited Review: New construction UNIT 2 2-Story [3bed 2.5bath] with Garage.,Residential Expedited Review: New construction UNIT 2 2-Story [3bed 2.5bath] with Garage.,513 W O DELL ST UNIT 2,Austin,N/A,N/A,N/A,5127894151,0,N/A,4
2025-142814 EP,2025-11-11,N/A,Added some plugs and lights to a casita,Added some plugs and lights to a casita,5818 WESTSLOPE DR,Austin,N/A,N/A,N/A,5125969035,0,N/A,10
2025-135366 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,7493 CHEVY CHASE DR UNIT 104,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2024-157785 MP,2025-11-11,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [4bed 4.5bath] with attached Garage.,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [4bed 4.5bath] with attached Garage.,4003 DEL ROBLES,Austin,N/A,N/A,N/A,5128213163,0,N/A,7
