permit_number,address,type,value,issued_date,status
SA251112436,1392 Houston St,REMODEL,456944,2025-11-04,ISSUED
SA251112437,4455 Broadway,REMODEL,218639,2025-09-15,ISSUED
SA251112438,1967 Broadway,ADDITION,414118,2025-10-03,ISSUED
SA251112439,3535 Broadway,REMODEL,378085,2025-09-20,ISSUED
SA251112440,7212 Broadway,ADDITION,455062,2025-10-13,ISSUED
SA251112441,752 Broadway,REMODEL,63032,2025-10-27,ISSUED
SA251112442,9513 Houston St,NEW CONSTRUCTION,91496,2025-11-11,ISSUED
SA251112443,5014 San Pedro Ave,REMODEL,481774,2025-11-28,ISSUED
SA251112444,156 Commerce St,NEW CONSTRUCTION,173276,2025-10-10,ISSUED
SA251112445,3998 San Pedro Ave,REMODEL,410553,2025-10-24,ISSUED
SA251112446,3016 Commerce St,NEW CONSTRUCTION,63368,2025-10-03,ISSUED
SA251112447,4829 Broadway,ADDITION,498942,2025-11-07,ISSUED
SA251112448,8617 Commerce St,NEW CONSTRUCTION,395618,2025-11-18,ISSUED
SA251112449,1225 San Pedro Ave,REMODEL,301538,2025-09-25,ISSUED
SA251112450,876 San Pedro Ave,ADDITION,348191,2025-10-14,ISSUED
SA251112451,8973 Broadway,REMODEL,278718,2025-09-13,ISSUED
SA251112452,3227 San Pedro Ave,NEW CONSTRUCTION,452594,2025-10-07,ISSUED
SA251112453,5067 Broadway,ADDITION,455770,2025-11-21,ISSUED
SA251112454,7326 Houston St,ADDITION,243391,2025-10-08,ISSUED
SA251112455,3070 San Pedro Ave,REMODEL,312453,2025-11-20,ISSUED
SA251112456,3007 Houston St,REMODEL,317551,2025-09-19,ISSUED
SA251112457,1057 Houston St,REMODEL,398591,2025-09-10,ISSUED
SA251112458,4998 Broadway,REMODEL,84511,2025-09-19,ISSUED
SA251112459,8888 Broadway,NEW CONSTRUCTION,409863,2025-11-22,ISSUED
SA251112460,2640 San Pedro Ave,NEW CONSTRUCTION,209086,2025-09-02,ISSUED
SA251112461,8311 Commerce St,NEW CONSTRUCTION,75949,2025-09-19,ISSUED
SA251112462,1863 Commerce St,REMODEL,354992,2025-11-02,ISSUED
SA251112463,1801 San Pedro Ave,NEW CONSTRUCTION,143781,2025-10-11,ISSUED
SA251112464,4461 San Pedro Ave,REMODEL,296738,2025-09-10,ISSUED
SA251112465,1340 Broadway,NEW CONSTRUCTION,191872,2025-10-08,ISSUED
SA251112466,6353 San Pedro Ave,REMODEL,418250,2025-10-16,ISSUED
SA251112467,847 Commerce St,NEW CONSTRUCTION,472381,2025-10-01,ISSUED
SA251112468,7945 Houston St,NEW CONSTRUCTION,353988,2025-09-22,ISSUED
SA251112469,5042 Broadway,NEW CONSTRUCTION,213557,2025-10-29,ISSUED
SA251112470,915 Commerce St,REMODEL,379352,2025-09-25,ISSUED
SA251112471,2401 Commerce St,REMODEL,212458,2025-11-02,ISSUED
SA251112472,7690 Broadway,ADDITION,328617,2025-10-15,ISSUED
SA251112473,2209 Houston St,NEW CONSTRUCTION,178885,2025-09-27,ISSUED
SA251112474,5944 Commerce St,REMODEL,422759,2025-10-08,ISSUED
SA251112475,7521 Broadway,ADDITION,202557,2025-09-20,ISSUED
SA251112476,5453 Broadway,REMODEL,294693,2025-09-13,ISSUED
SA251112477,2961 Commerce St,REMODEL,112633,2025-09-12,ISSUED
SA251112478,2016 San Pedro Ave,REMODEL,366402,2025-10-07,ISSUED
SA251112479,2343 Houston St,NEW CONSTRUCTION,274190,2025-10-28,ISSUED
SA251112480,2104 Houston St,ADDITION,221620,2025-10-06,ISSUED
SA251112481,5919 Houston St,ADDITION,453898,2025-11-25,ISSUED
SA251112482,2390 Houston St,REMODEL,395242,2025-11-01,ISSUED
SA251112483,9030 Houston St,REMODEL,59683,2025-11-13,ISSUED
SA251112484,7965 San Pedro Ave,REMODEL,102740,2025-11-05,ISSUED
SA251112485,3663 San Pedro Ave,ADDITION,450099,2025-11-08,ISSUED
SA251112486,6628 San Pedro Ave,NEW CONSTRUCTION,256646,2025-10-10,ISSUED
SA251112487,4259 Commerce St,ADDITION,225702,2025-10-06,ISSUED
SA251112488,6768 Houston St,REMODEL,388223,2025-09-11,ISSUED
SA251112489,8701 Houston St,ADDITION,196164,2025-11-24,ISSUED
SA251112490,8371 Houston St,NEW CONSTRUCTION,282949,2025-10-26,ISSUED
SA251112491,2848 Houston St,ADDITION,477354,2025-09-21,ISSUED
SA251112492,7198 Broadway,ADDITION,276643,2025-09-02,ISSUED
SA251112493,4284 Houston St,REMODEL,393660,2025-11-20,ISSUED
SA251112494,4501 Houston St,ADDITION,410169,2025-11-06,ISSUED
SA251112495,7060 Houston St,ADDITION,168350,2025-09-08,ISSUED
SA251112496,3958 San Pedro Ave,ADDITION,73360,2025-09-13,ISSUED
SA251112497,767 San Pedro Ave,ADDITION,371786,2025-11-03,ISSUED
SA251112498,5852 Houston St,REMODEL,472388,2025-10-17,ISSUED
SA251112499,8926 Broadway,ADDITION,193871,2025-09-27,ISSUED
SA251112500,4449 Commerce St,REMODEL,457086,2025-11-22,ISSUED
SA251112501,5049 Houston St,REMODEL,167989,2025-11-17,ISSUED
SA251112502,6952 Broadway,REMODEL,459645,2025-10-23,ISSUED
SA251112503,512 Broadway,NEW CONSTRUCTION,151082,2025-10-24,ISSUED
SA251112504,5607 Commerce St,ADDITION,314960,2025-11-14,ISSUED
SA251112505,6649 San Pedro Ave,REMODEL,485026,2025-10-22,ISSUED
SA251112506,404 San Pedro Ave,NEW CONSTRUCTION,379472,2025-11-10,ISSUED
SA251112507,2226 Broadway,REMODEL,219356,2025-09-30,ISSUED
SA251112508,9207 Broadway,REMODEL,176923,2025-10-02,ISSUED
SA251112509,4183 Broadway,REMODEL,445505,2025-11-09,ISSUED
SA251112510,9735 Houston St,REMODEL,488890,2025-10-05,ISSUED
SA251112511,4866 San Pedro Ave,REMODEL,224370,2025-10-28,ISSUED
SA251112512,9591 Commerce St,REMODEL,354207,2025-11-20,ISSUED
SA251112513,5842 Broadway,NEW CONSTRUCTION,481833,2025-11-20,ISSUED
SA251112514,977 Broadway,NEW CONSTRUCTION,454834,2025-10-06,ISSUED
SA251112515,6665 Commerce St,NEW CONSTRUCTION,465057,2025-09-12,ISSUED
SA251112516,5476 Houston St,ADDITION,86994,2025-10-18,ISSUED
SA251112517,797 Broadway,NEW CONSTRUCTION,85865,2025-09-02,ISSUED
SA251112518,4628 San Pedro Ave,NEW CONSTRUCTION,213643,2025-09-02,ISSUED
SA251112519,605 Commerce St,NEW CONSTRUCTION,235978,2025-11-10,ISSUED
SA251112520,7564 Commerce St,REMODEL,138942,2025-10-21,ISSUED
SA251112521,5225 San Pedro Ave,ADDITION,464024,2025-09-06,ISSUED
SA251112522,4793 Commerce St,ADDITION,319369,2025-09-08,ISSUED
SA251112523,6625 Commerce St,ADDITION,498936,2025-10-30,ISSUED
SA251112524,6524 San Pedro Ave,NEW CONSTRUCTION,241577,2025-11-08,ISSUED
SA251112525,8327 Houston St,NEW CONSTRUCTION,380543,2025-09-22,ISSUED
SA251112526,6877 Broadway,REMODEL,459513,2025-10-14,ISSUED
SA251112527,9779 San Pedro Ave,NEW CONSTRUCTION,447630,2025-10-24,ISSUED
SA251112528,3673 Commerce St,NEW CONSTRUCTION,73336,2025-11-03,ISSUED
SA251112529,3438 Commerce St,ADDITION,395645,2025-09-24,ISSUED
SA251112530,5212 San Pedro Ave,ADDITION,383906,2025-09-10,ISSUED
SA251112531,8019 San Pedro Ave,ADDITION,262625,2025-11-20,ISSUED
SA251112532,3713 Commerce St,REMODEL,458484,2025-11-04,ISSUED
SA251112533,5226 Broadway,ADDITION,172877,2025-11-05,ISSUED
SA251112534,9482 Houston St,NEW CONSTRUCTION,86078,2025-10-31,ISSUED
SA251112535,7151 Broadway,ADDITION,73794,2025-11-19,ISSUED
SA251112536,2088 San Pedro Ave,NEW CONSTRUCTION,346180,2025-10-17,ISSUED
SA251112537,7240 San Pedro Ave,REMODEL,93412,2025-11-03,ISSUED
SA251112538,888 San Pedro Ave,NEW CONSTRUCTION,68224,2025-09-20,ISSUED
SA251112539,4075 Broadway,REMODEL,455368,2025-10-31,ISSUED
SA251112540,1982 Broadway,REMODEL,92911,2025-10-18,ISSUED
SA251112541,5070 Houston St,REMODEL,246032,2025-09-30,ISSUED
SA251112542,7669 Broadway,REMODEL,227121,2025-11-25,ISSUED
SA251112543,7754 San Pedro Ave,NEW CONSTRUCTION,296797,2025-09-02,ISSUED
SA251112544,6743 San Pedro Ave,REMODEL,215228,2025-11-06,ISSUED
SA251112545,4083 Broadway,ADDITION,348121,2025-10-17,ISSUED
SA251112546,7029 Commerce St,ADDITION,477978,2025-09-20,ISSUED
SA251112547,1147 Commerce St,ADDITION,393041,2025-11-04,ISSUED
SA251112548,1311 Commerce St,ADDITION,498722,2025-09-24,ISSUED
SA251112549,5448 Broadway,ADDITION,498719,2025-10-16,ISSUED
SA251112550,3941 San Pedro Ave,NEW CONSTRUCTION,132195,2025-11-13,ISSUED
SA251112551,9993 Houston St,NEW CONSTRUCTION,186751,2025-11-15,ISSUED
SA251112552,9202 Broadway,REMODEL,216901,2025-09-17,ISSUED
SA251112553,9518 Commerce St,NEW CONSTRUCTION,481091,2025-10-10,ISSUED
SA251112554,2954 Commerce St,NEW CONSTRUCTION,363486,2025-11-12,ISSUED
SA251112555,2120 San Pedro Ave,ADDITION,220261,2025-11-21,ISSUED
SA251112556,8523 Houston St,REMODEL,77054,2025-11-25,ISSUED
SA251112557,9255 San Pedro Ave,ADDITION,421107,2025-10-17,ISSUED
SA251112558,5985 Broadway,NEW CONSTRUCTION,389267,2025-10-31,ISSUED
SA251112559,4073 Broadway,ADDITION,340696,2025-11-11,ISSUED
SA251112560,5061 Broadway,NEW CONSTRUCTION,145789,2025-11-13,ISSUED
SA251112561,9549 Broadway,ADDITION,146179,2025-09-27,ISSUED
SA251112562,119 Houston St,REMODEL,131833,2025-10-17,ISSUED
SA251112563,6407 Houston St,ADDITION,437960,2025-09-12,ISSUED
SA251112564,8211 Commerce St,REMODEL,292832,2025-10-09,ISSUED
SA251112565,6173 Commerce St,REMODEL,140259,2025-09-07,ISSUED
SA251112566,6475 San Pedro Ave,NEW CONSTRUCTION,424363,2025-09-02,ISSUED
SA251112567,3764 Commerce St,ADDITION,396615,2025-11-10,ISSUED
SA251112568,3700 Houston St,REMODEL,155154,2025-11-25,ISSUED
SA251112569,2585 Houston St,NEW CONSTRUCTION,452862,2025-09-08,ISSUED
SA251112570,4045 Houston St,REMODEL,347013,2025-10-14,ISSUED
SA251112571,2738 San Pedro Ave,NEW CONSTRUCTION,147535,2025-10-08,ISSUED
SA251112572,6033 Commerce St,REMODEL,479971,2025-11-25,ISSUED
SA251112573,4262 Commerce St,REMODEL,84954,2025-11-02,ISSUED
SA251112574,4453 San Pedro Ave,REMODEL,324084,2025-10-08,ISSUED
SA251112575,5515 Commerce St,ADDITION,63568,2025-11-27,ISSUED
SA251112576,3749 Houston St,REMODEL,491619,2025-10-14,ISSUED
SA251112577,7803 Houston St,ADDITION,170420,2025-09-21,ISSUED
SA251112578,4168 San Pedro Ave,REMODEL,472106,2025-09-07,ISSUED
SA251112579,8353 Houston St,REMODEL,484443,2025-10-31,ISSUED
SA251112580,8105 Commerce St,NEW CONSTRUCTION,470165,2025-11-21,ISSUED
SA251112581,4165 San Pedro Ave,ADDITION,317665,2025-11-08,ISSUED
SA251112582,9719 Commerce St,NEW CONSTRUCTION,77384,2025-11-11,ISSUED
SA251112583,2459 Commerce St,NEW CONSTRUCTION,489585,2025-09-19,ISSUED
SA251112584,988 Broadway,REMODEL,308918,2025-11-12,ISSUED
SA251112585,5342 Commerce St,ADDITION,83778,2025-11-06,ISSUED
SA251112586,2072 Broadway,ADDITION,472969,2025-09-14,ISSUED
SA251112587,4694 San Pedro Ave,REMODEL,181699,2025-09-14,ISSUED
SA251112588,6569 San Pedro Ave,ADDITION,257629,2025-10-16,ISSUED
SA251112589,3311 Broadway,ADDITION,409427,2025-09-11,ISSUED
SA251112590,4245 San Pedro Ave,REMODEL,240023,2025-10-05,ISSUED
SA251112591,2106 Commerce St,NEW CONSTRUCTION,85877,2025-09-19,ISSUED
SA251112592,488 Houston St,ADDITION,156653,2025-11-04,ISSUED
SA251112593,8767 Commerce St,ADDITION,278616,2025-10-20,ISSUED
SA251112594,6965 Broadway,NEW CONSTRUCTION,178829,2025-10-16,ISSUED
SA251112595,5233 Houston St,ADDITION,171993,2025-10-31,ISSUED
SA251112596,839 San Pedro Ave,NEW CONSTRUCTION,109174,2025-09-26,ISSUED
SA251112597,2450 San Pedro Ave,ADDITION,81691,2025-10-14,ISSUED
SA251112598,7093 Broadway,ADDITION,279700,2025-09-22,ISSUED
SA251112599,7523 Commerce St,NEW CONSTRUCTION,65902,2025-11-28,ISSUED
SA251112600,7638 San Pedro Ave,ADDITION,233382,2025-10-23,ISSUED
SA251112601,3341 Broadway,ADDITION,209734,2025-10-03,ISSUED
SA251112602,7689 San Pedro Ave,NEW CONSTRUCTION,231747,2025-10-14,ISSUED
SA251112603,961 Broadway,REMODEL,362124,2025-11-08,ISSUED
SA251112604,1533 Commerce St,REMODEL,421726,2025-11-05,ISSUED
SA251112605,1362 Commerce St,ADDITION,440947,2025-09-05,ISSUED
SA251112606,9814 Commerce St,ADDITION,474597,2025-11-07,ISSUED
SA251112607,1913 Houston St,ADDITION,66254,2025-11-02,ISSUED
SA251112608,2545 Commerce St,NEW CONSTRUCTION,363122,2025-10-08,ISSUED
SA251112609,1129 Houston St,ADDITION,255146,2025-10-06,ISSUED
SA251112610,1270 Commerce St,ADDITION,370514,2025-09-13,ISSUED
SA251112611,5189 Broadway,NEW CONSTRUCTION,486969,2025-10-30,ISSUED
SA251112612,4717 Houston St,ADDITION,245825,2025-10-09,ISSUED
SA251112613,9200 Broadway,NEW CONSTRUCTION,224532,2025-11-14,ISSUED
SA251112614,4329 Houston St,ADDITION,306303,2025-09-22,ISSUED
SA251112615,890 Broadway,REMODEL,251741,2025-10-23,ISSUED
SA251112616,4830 Houston St,ADDITION,456026,2025-09-29,ISSUED
SA251112617,2786 Houston St,ADDITION,162612,2025-11-11,ISSUED
SA251112618,9402 Commerce St,NEW CONSTRUCTION,418872,2025-10-10,ISSUED
SA251112619,4288 Broadway,NEW CONSTRUCTION,356232,2025-09-17,ISSUED
SA251112620,2876 Houston St,NEW CONSTRUCTION,53669,2025-11-05,ISSUED
SA251112621,9594 San Pedro Ave,NEW CONSTRUCTION,421023,2025-09-03,ISSUED
SA251112622,3852 Houston St,ADDITION,69124,2025-11-09,ISSUED
SA251112623,2641 Broadway,ADDITION,157109,2025-11-14,ISSUED
SA251112624,5719 Houston St,ADDITION,103447,2025-09-04,ISSUED
SA251112625,2700 Houston St,NEW CONSTRUCTION,407077,2025-11-18,ISSUED
SA251112626,2712 San Pedro Ave,REMODEL,186711,2025-11-11,ISSUED
SA251112627,247 Houston St,NEW CONSTRUCTION,463135,2025-09-13,ISSUED
SA251112628,2428 Houston St,REMODEL,172155,2025-09-09,ISSUED
SA251112629,2739 San Pedro Ave,ADDITION,278320,2025-11-02,ISSUED
SA251112630,2577 Commerce St,ADDITION,139658,2025-11-24,ISSUED
SA251112631,6613 Broadway,NEW CONSTRUCTION,343216,2025-11-02,ISSUED
SA251112632,445 San Pedro Ave,ADDITION,242774,2025-11-18,ISSUED
SA251112633,2415 San Pedro Ave,NEW CONSTRUCTION,110388,2025-11-25,ISSUED
SA251112634,9917 Broadway,NEW CONSTRUCTION,182611,2025-09-15,ISSUED
SA251112635,3619 Houston St,NEW CONSTRUCTION,207575,2025-10-26,ISSUED
SA251112636,2217 Houston St,NEW CONSTRUCTION,356349,2025-09-04,ISSUED
SA251112637,3165 San Pedro Ave,NEW CONSTRUCTION,448176,2025-10-21,ISSUED
SA251112638,7100 San Pedro Ave,REMODEL,160715,2025-11-18,ISSUED
SA251112639,5703 Commerce St,REMODEL,256774,2025-09-07,ISSUED
SA251112640,392 Houston St,ADDITION,496266,2025-09-07,ISSUED
SA251112641,8411 Houston St,NEW CONSTRUCTION,85076,2025-09-29,ISSUED
SA251112642,7155 Commerce St,ADDITION,354389,2025-11-15,ISSUED
SA251112643,8723 San Pedro Ave,NEW CONSTRUCTION,353607,2025-08-31,ISSUED
SA251112644,9249 Houston St,NEW CONSTRUCTION,140782,2025-11-24,ISSUED
SA251112645,9647 Broadway,REMODEL,65761,2025-09-01,ISSUED
SA251112646,2871 San Pedro Ave,REMODEL,51669,2025-11-28,ISSUED
SA251112647,256 Houston St,REMODEL,324922,2025-11-06,ISSUED
SA251112648,6719 Commerce St,NEW CONSTRUCTION,462959,2025-10-20,ISSUED
SA251112649,3995 Commerce St,ADDITION,358391,2025-10-03,ISSUED
SA251112650,7443 Broadway,NEW CONSTRUCTION,322668,2025-10-28,ISSUED
SA251112651,3633 Houston St,ADDITION,261176,2025-10-21,ISSUED
SA251112652,5367 San Pedro Ave,NEW CONSTRUCTION,208765,2025-10-13,ISSUED
SA251112653,2344 San Pedro Ave,NEW CONSTRUCTION,245081,2025-11-03,ISSUED
SA251112654,1654 Houston St,REMODEL,185291,2025-10-14,ISSUED
SA251112655,1498 Broadway,ADDITION,190952,2025-09-20,ISSUED
SA251112656,4938 Commerce St,ADDITION,442011,2025-09-12,ISSUED
SA251112657,8827 Broadway,REMODEL,482660,2025-10-15,ISSUED
SA251112658,389 Broadway,NEW CONSTRUCTION,295151,2025-11-20,ISSUED
SA251112659,7157 Houston St,REMODEL,397518,2025-09-25,ISSUED
SA251112660,8938 Houston St,ADDITION,455589,2025-09-13,ISSUED
SA251112661,1653 Broadway,REMODEL,80804,2025-11-17,ISSUED
SA251112662,4408 San Pedro Ave,REMODEL,127879,2025-10-21,ISSUED
SA251112663,8520 Broadway,ADDITION,386991,2025-09-05,ISSUED
SA251112664,7874 Commerce St,NEW CONSTRUCTION,220532,2025-09-17,ISSUED
SA251112665,944 Commerce St,REMODEL,486766,2025-11-20,ISSUED
SA251112666,5012 Houston St,ADDITION,100578,2025-10-04,ISSUED
SA251112667,6886 Commerce St,REMODEL,105042,2025-09-30,ISSUED
SA251112668,3362 San Pedro Ave,NEW CONSTRUCTION,375193,2025-09-18,ISSUED
SA251112669,1137 Broadway,NEW CONSTRUCTION,214905,2025-09-18,ISSUED
SA251112670,6166 San Pedro Ave,ADDITION,264291,2025-10-06,ISSUED
SA251112671,1011 Houston St,NEW CONSTRUCTION,428829,2025-10-16,ISSUED
SA251112672,3622 Broadway,ADDITION,235999,2025-10-09,ISSUED
SA251112673,9777 Broadway,REMODEL,159931,2025-11-11,ISSUED
SA251112674,2053 Broadway,NEW CONSTRUCTION,225851,2025-08-31,ISSUED
SA251112675,4333 San Pedro Ave,ADDITION,454639,2025-09-17,ISSUED
SA251112676,6603 Houston St,NEW CONSTRUCTION,169574,2025-09-19,ISSUED
SA251112677,7835 San Pedro Ave,NEW CONSTRUCTION,67996,2025-09-02,ISSUED
SA251112678,2028 Commerce St,ADDITION,281561,2025-09-29,ISSUED
SA251112679,1569 San Pedro Ave,REMODEL,177611,2025-10-10,ISSUED
SA251112680,6009 Broadway,NEW CONSTRUCTION,159370,2025-09-22,ISSUED
SA251112681,5177 San Pedro Ave,ADDITION,220910,2025-11-06,ISSUED
SA251112682,257 San Pedro Ave,ADDITION,328340,2025-11-22,ISSUED
SA251112683,8559 Houston St,NEW CONSTRUCTION,199988,2025-09-07,ISSUED
SA251112684,3970 San Pedro Ave,REMODEL,217214,2025-09-22,ISSUED
SA251112685,8262 San Pedro Ave,NEW CONSTRUCTION,370011,2025-11-22,ISSUED
SA251112686,6594 Houston St,ADDITION,494989,2025-10-05,ISSUED
SA251112687,1209 Commerce St,REMODEL,424105,2025-09-27,ISSUED
SA251112688,7184 Broadway,NEW CONSTRUCTION,222040,2025-10-07,ISSUED
SA251112689,7409 San Pedro Ave,REMODEL,465397,2025-11-18,ISSUED
SA251112690,6118 San Pedro Ave,NEW CONSTRUCTION,136214,2025-10-29,ISSUED
SA251112691,638 Broadway,ADDITION,408590,2025-11-17,ISSUED
SA251112692,6947 Broadway,REMODEL,209675,2025-10-23,ISSUED
SA251112693,397 San Pedro Ave,ADDITION,129541,2025-11-25,ISSUED
SA251112694,8245 Broadway,NEW CONSTRUCTION,384756,2025-11-12,ISSUED
SA251112695,5997 San Pedro Ave,REMODEL,291017,2025-11-06,ISSUED
SA251112696,3407 San Pedro Ave,REMODEL,425845,2025-11-06,ISSUED
SA251112697,5904 Broadway,ADDITION,85032,2025-09-09,ISSUED
SA251112698,3507 Houston St,NEW CONSTRUCTION,355012,2025-10-09,ISSUED
SA251112699,7942 Broadway,ADDITION,385566,2025-10-14,ISSUED
SA251112700,336 Broadway,REMODEL,432497,2025-11-23,ISSUED
SA251112701,4024 Broadway,NEW CONSTRUCTION,481097,2025-11-20,ISSUED
SA251112702,5873 Broadway,NEW CONSTRUCTION,493546,2025-11-15,ISSUED
SA251112703,1567 San Pedro Ave,NEW CONSTRUCTION,295879,2025-09-21,ISSUED
SA251112704,6443 Houston St,NEW CONSTRUCTION,79476,2025-09-18,ISSUED
SA251112705,7471 Commerce St,NEW CONSTRUCTION,437391,2025-11-27,ISSUED
SA251112706,1369 San Pedro Ave,NEW CONSTRUCTION,276558,2025-10-14,ISSUED
SA251112707,4191 Houston St,ADDITION,291519,2025-10-27,ISSUED
SA251112708,7074 Broadway,NEW CONSTRUCTION,177548,2025-11-16,ISSUED
SA251112709,6270 Houston St,REMODEL,337071,2025-11-05,ISSUED
SA251112710,8728 San Pedro Ave,ADDITION,312793,2025-10-12,ISSUED
SA251112711,7807 Broadway,REMODEL,494613,2025-09-23,ISSUED
SA251112712,641 Houston St,ADDITION,395360,2025-09-21,ISSUED
SA251112713,7639 San Pedro Ave,NEW CONSTRUCTION,335107,2025-10-30,ISSUED
SA251112714,2751 Houston St,ADDITION,278600,2025-10-10,ISSUED
SA251112715,6041 Houston St,ADDITION,383864,2025-09-15,ISSUED
SA251112716,7238 Broadway,REMODEL,161517,2025-11-11,ISSUED
SA251112717,4581 Houston St,ADDITION,419437,2025-11-01,ISSUED
SA251112718,5105 Commerce St,ADDITION,389384,2025-09-01,ISSUED
SA251112719,2577 San Pedro Ave,REMODEL,455049,2025-10-09,ISSUED
SA251112720,2100 San Pedro Ave,ADDITION,340420,2025-11-13,ISSUED
SA251112721,5697 Broadway,NEW CONSTRUCTION,144672,2025-11-27,ISSUED
SA251112722,7334 Commerce St,ADDITION,383461,2025-09-19,ISSUED
SA251112723,3997 Broadway,REMODEL,269765,2025-10-24,ISSUED
SA251112724,7793 Commerce St,ADDITION,53394,2025-09-25,ISSUED
SA251112725,1202 Houston St,ADDITION,92724,2025-10-09,ISSUED
SA251112726,1500 Broadway,REMODEL,276963,2025-09-26,ISSUED
SA251112727,8759 Broadway,NEW CONSTRUCTION,334807,2025-10-11,ISSUED
SA251112728,9341 San Pedro Ave,NEW CONSTRUCTION,398102,2025-09-26,ISSUED
SA251112729,5155 San Pedro Ave,ADDITION,254372,2025-11-09,ISSUED
SA251112730,1265 Commerce St,REMODEL,229324,2025-09-17,ISSUED
SA251112731,7424 Commerce St,REMODEL,176943,2025-11-29,ISSUED
SA251112732,4994 Broadway,NEW CONSTRUCTION,403269,2025-11-04,ISSUED
SA251112733,9371 Commerce St,ADDITION,376082,2025-11-29,ISSUED
SA251112734,3965 Houston St,NEW CONSTRUCTION,123131,2025-11-28,ISSUED
SA251112735,7767 Houston St,ADDITION,92596,2025-10-21,ISSUED
SA251112736,5681 Houston St,REMODEL,154373,2025-09-06,ISSUED
SA251112737,8048 Commerce St,ADDITION,192165,2025-10-31,ISSUED
SA251112738,6756 Broadway,ADDITION,341977,2025-11-04,ISSUED
SA251112739,1679 San Pedro Ave,REMODEL,87084,2025-11-10,ISSUED
SA251112740,9522 Broadway,NEW CONSTRUCTION,257602,2025-11-08,ISSUED
SA251112741,2736 Broadway,REMODEL,342259,2025-09-26,ISSUED
SA251112742,2929 Houston St,REMODEL,214956,2025-09-03,ISSUED
SA251112743,1909 Broadway,ADDITION,126093,2025-10-04,ISSUED
SA251112744,9643 Commerce St,NEW CONSTRUCTION,144174,2025-11-17,ISSUED
SA251112745,758 Houston St,ADDITION,397207,2025-09-01,ISSUED
SA251112746,5486 San Pedro Ave,NEW CONSTRUCTION,87505,2025-09-03,ISSUED
SA251112747,5489 Houston St,NEW CONSTRUCTION,51288,2025-09-13,ISSUED
SA251112748,1905 San Pedro Ave,ADDITION,451866,2025-11-29,ISSUED
SA251112749,9208 Broadway,REMODEL,412195,2025-10-24,ISSUED
SA251112750,3057 Houston St,ADDITION,308143,2025-10-25,ISSUED
SA251112751,7766 San Pedro Ave,NEW CONSTRUCTION,458049,2025-10-01,ISSUED
SA251112752,1567 Houston St,REMODEL,222492,2025-11-22,ISSUED
SA251112753,200 Broadway,NEW CONSTRUCTION,310419,2025-10-18,ISSUED
SA251112754,7627 Commerce St,REMODEL,223595,2025-10-09,ISSUED
SA251112755,1557 Commerce St,REMODEL,187932,2025-10-15,ISSUED
SA251112756,8606 Houston St,REMODEL,245044,2025-09-19,ISSUED
SA251112757,3935 Houston St,ADDITION,431160,2025-11-16,ISSUED
SA251112758,6571 San Pedro Ave,NEW CONSTRUCTION,341014,2025-10-29,ISSUED
SA251112759,4687 San Pedro Ave,NEW CONSTRUCTION,84214,2025-09-05,ISSUED
SA251112760,4644 Houston St,NEW CONSTRUCTION,338314,2025-11-01,ISSUED
SA251112761,1527 Broadway,NEW CONSTRUCTION,215184,2025-11-22,ISSUED
SA251112762,4263 Commerce St,ADDITION,444626,2025-09-29,ISSUED
SA251112763,5174 San Pedro Ave,REMODEL,149954,2025-09-09,ISSUED
SA251112764,1760 Houston St,ADDITION,132163,2025-11-29,ISSUED
SA251112765,2904 Broadway,NEW CONSTRUCTION,65779,2025-09-23,ISSUED
SA251112766,532 Houston St,ADDITION,487529,2025-09-25,ISSUED
SA251112767,1897 San Pedro Ave,NEW CONSTRUCTION,278068,2025-10-11,ISSUED
SA251112768,670 Broadway,ADDITION,156704,2025-09-10,ISSUED
SA251112769,1588 Commerce St,NEW CONSTRUCTION,252563,2025-10-10,ISSUED
SA251112770,9996 San Pedro Ave,REMODEL,433394,2025-10-06,ISSUED
SA251112771,260 Houston St,REMODEL,436165,2025-09-11,ISSUED
SA251112772,7845 San Pedro Ave,NEW CONSTRUCTION,345056,2025-09-25,ISSUED
SA251112773,6955 Broadway,ADDITION,290039,2025-10-31,ISSUED
SA251112774,2937 Broadway,ADDITION,259924,2025-09-05,ISSUED
SA251112775,2224 Broadway,ADDITION,325435,2025-10-05,ISSUED
SA251112776,1484 Broadway,REMODEL,481313,2025-10-27,ISSUED
SA251112777,7418 Commerce St,ADDITION,96497,2025-09-01,ISSUED
SA251112778,7223 Commerce St,ADDITION,281763,2025-11-09,ISSUED
SA251112779,5550 Commerce St,NEW CONSTRUCTION,462191,2025-10-06,ISSUED
SA251112780,8197 San Pedro Ave,NEW CONSTRUCTION,137082,2025-11-05,ISSUED
SA251112781,4232 Commerce St,NEW CONSTRUCTION,190008,2025-11-08,ISSUED
SA251112782,4670 Broadway,ADDITION,448205,2025-11-26,ISSUED
SA251112783,853 San Pedro Ave,REMODEL,172070,2025-09-27,ISSUED
SA251112784,365 Broadway,ADDITION,362635,2025-11-03,ISSUED
SA251112785,3532 Commerce St,ADDITION,429446,2025-09-25,ISSUED
SA251112786,1043 Broadway,ADDITION,254144,2025-09-14,ISSUED
SA251112787,8019 San Pedro Ave,REMODEL,285188,2025-09-20,ISSUED
SA251112788,7708 San Pedro Ave,REMODEL,56691,2025-09-28,ISSUED
SA251112789,9476 Houston St,REMODEL,475835,2025-11-10,ISSUED
