permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251113173,2025-11-03,ADDITION,Addition Project,ADDITION at 9183 Nolensville Pike,9183 Nolensville Pike,Nashville,37211,Anderson Group,N/A,N/A,292328,ISSUED,2
NSH251113174,2025-11-11,PLUMBING,Plumbing Project,PLUMBING at 735 Nolensville Pike,735 Nolensville Pike,Nashville,37215,Williams Ventures,Tennessee Premier Builders,(615) 941-8371,7520,APPROVED,1
NSH251113175,2025-11-27,REMODEL,Remodel Project,REMODEL at 3186 Hillsboro Pike,3186 Hillsboro Pike,Nashville,37203,Brown Holdings,Tennessee Premier Builders,(615) 563-5691,238782,PENDING,6
NSH251113176,2025-11-07,ELECTRICAL,Electrical Project,ELECTRICAL at 7766 21st Ave,7766 21st Ave,Nashville,37205,Brown Holdings,Nashville Builders LLC,(615) 553-3535,40729,APPROVED,2
NSH251113177,2025-11-10,DEMOLITION,Demolition Project,DEMOLITION at 8516 Hillsboro Pike,8516 Hillsboro Pike,Nashville,37208,Smith Development LLC,Tennessee Premier Builders,(615) 689-4121,29339,PENDING,4
NSH251113178,2025-11-08,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9365 21st Ave,9365 21st Ave,Nashville,37201,Thomas Enterprises,Green Hills Builders,N/A,935436,FINAL,1
NSH251113179,2025-11-02,DEMOLITION,Demolition Project,DEMOLITION at 4382 Lebanon Pike,4382 Lebanon Pike,Nashville,37205,Martinez LLC,Nashville Home Improvement,(615) 535-2452,62448,FINAL,34
NSH251113180,2025-11-07,DEMOLITION,Demolition Project,DEMOLITION at 7975 Broadway,7975 Broadway,Nashville,37208,Martinez LLC,N/A,(615) 243-7251,64421,FINAL,21
NSH251113181,2025-11-21,RESIDENTIAL,Residential Project,RESIDENTIAL at 3232 21st Ave,3232 21st Ave,Nashville,37211,Johnson Properties,N/A,(615) 737-1098,49259,FINAL,22
NSH251013182,2025-10-29,DEMOLITION,Demolition Project,DEMOLITION at 8474 Murfreesboro Pike,8474 Murfreesboro Pike,Nashville,37201,Martinez LLC,Nashville Home Improvement,(615) 734-8638,87544,APPROVED,7
NSH251113183,2025-11-23,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4314 Broadway,4314 Broadway,Nashville,37204,Martinez LLC,N/A,(615) 431-7126,1574210,FINAL,34
NSH251113184,2025-11-27,ADDITION,Addition Project,ADDITION at 1680 Broadway,1680 Broadway,Nashville,37201,Williams Ventures,Nashville Home Improvement,(615) 500-4406,388105,ISSUED,20
NSH251113185,2025-11-16,RESIDENTIAL,Residential Project,RESIDENTIAL at 9762 Murfreesboro Pike,9762 Murfreesboro Pike,Nashville,37203,Wilson Properties,N/A,(615) 758-4880,48001,FINAL,22
NSH251113186,2025-11-01,COMMERCIAL,Commercial Project,COMMERCIAL at 5939 Charlotte Ave,5939 Charlotte Ave,Nashville,37203,Miller Construction,Nashville Builders LLC,(615) 692-1870,1105868,ISSUED,20
NSH251013187,2025-10-31,RESIDENTIAL,Residential Project,RESIDENTIAL at 9623 Broadway,9623 Broadway,Nashville,37206,Johnson Properties,Volunteer State Contractors,(615) 762-7574,30882,APPROVED,2
NSH251113188,2025-11-03,DEMOLITION,Demolition Project,DEMOLITION at 8152 West End Ave,8152 West End Ave,Nashville,37211,Miller Construction,Nashville Home Improvement,(615) 269-4378,71453,APPROVED,19
NSH251113189,2025-11-18,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9179 Church St,9179 Church St,Nashville,37204,Anderson Group,Green Hills Builders,(615) 953-8846,1508197,APPROVED,34
NSH251113190,2025-11-15,ADDITION,Addition Project,ADDITION at 3518 Dickerson Pike,3518 Dickerson Pike,Nashville,37209,Johnson Properties,East Nashville Construction,(615) 330-9659,139170,ISSUED,4
NSH251113191,2025-11-20,ROOFING,Roofing Project,ROOFING at 9786 Nolensville Pike,9786 Nolensville Pike,Nashville,37204,Wilson Properties,Franklin Construction,(615) 906-1120,83831,PENDING,7
NSH251113192,2025-11-26,ALTERATION,Alteration Project,ALTERATION at 1454 Charlotte Ave,1454 Charlotte Ave,Nashville,37215,Wilson Properties,N/A,(615) 420-7442,37226,FINAL,3
NSH251113193,2025-11-16,ROOFING,Roofing Project,ROOFING at 5869 Lebanon Pike,5869 Lebanon Pike,Nashville,37206,Smith Development LLC,Music City Construction,N/A,93144,PENDING,3
NSH251113194,2025-11-26,ELECTRICAL,Electrical Project,ELECTRICAL at 1296 Woodland St,1296 Woodland St,Nashville,37203,Anderson Group,Brentwood Builders Inc,(615) 536-8901,40051,FINAL,33
NSH251113195,2025-11-24,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7951 Broadway,7951 Broadway,Nashville,37206,Martinez LLC,N/A,N/A,1695691,ISSUED,4
NSH251113196,2025-11-25,REMODEL,Remodel Project,REMODEL at 8816 West End Ave,8816 West End Ave,Nashville,37201,Miller Construction,Volunteer State Contractors,N/A,53499,PENDING,4
NSH251113197,2025-11-02,COMMERCIAL,Commercial Project,COMMERCIAL at 5832 West End Ave,5832 West End Ave,Nashville,37201,Johnson Properties,Franklin Construction,(615) 476-3220,945751,FINAL,4
NSH251113198,2025-11-13,ADDITION,Addition Project,ADDITION at 6382 Franklin Pike,6382 Franklin Pike,Nashville,37212,Martinez LLC,Green Hills Builders,N/A,104336,ISSUED,7
NSH251113199,2025-11-01,DEMOLITION,Demolition Project,DEMOLITION at 8590 Nolensville Pike,8590 Nolensville Pike,Nashville,37206,Williams Ventures,Nashville Builders LLC,N/A,34970,FINAL,22
NSH251113200,2025-11-14,PLUMBING,Plumbing Project,PLUMBING at 914 Woodland St,914 Woodland St,Nashville,37203,Williams Ventures,Nashville Builders LLC,N/A,29227,FINAL,7
NSH251113201,2025-11-28,PLUMBING,Plumbing Project,PLUMBING at 9940 Woodland St,9940 Woodland St,Nashville,37205,Thomas Enterprises,Music City Construction,(615) 571-4584,51891,APPROVED,22
NSH251113202,2025-11-27,COMMERCIAL,Commercial Project,COMMERCIAL at 3626 Dickerson Pike,3626 Dickerson Pike,Nashville,37215,Anderson Group,Music City Construction,N/A,1472025,FINAL,7
NSH251113203,2025-11-26,DEMOLITION,Demolition Project,DEMOLITION at 8336 21st Ave,8336 21st Ave,Nashville,37205,Wilson Properties,Green Hills Builders,(615) 202-9412,95011,PENDING,1
NSH251113204,2025-11-14,REPAIR,Repair Project,REPAIR at 9188 Murfreesboro Pike,9188 Murfreesboro Pike,Nashville,37204,Johnson Properties,East Nashville Construction,(615) 489-6560,15254,APPROVED,6
NSH251113205,2025-11-18,REMODEL,Remodel Project,REMODEL at 4899 21st Ave,4899 21st Ave,Nashville,37215,Martinez LLC,Nashville Home Improvement,(615) 205-9551,296961,ISSUED,33
NSH251113206,2025-11-07,ROOFING,Roofing Project,ROOFING at 6983 West End Ave,6983 West End Ave,Nashville,37215,Anderson Group,Music City Construction,(615) 338-5601,70650,ISSUED,22
NSH251113207,2025-11-27,COMMERCIAL,Commercial Project,COMMERCIAL at 2141 Hillsboro Pike,2141 Hillsboro Pike,Nashville,37206,Davis Investments,Green Hills Builders,N/A,536401,ISSUED,3
NSH251113208,2025-11-19,MECHANICAL,Mechanical Project,MECHANICAL at 4833 Woodland St,4833 Woodland St,Nashville,37204,Wilson Properties,N/A,(615) 877-1455,91813,FINAL,2
NSH251113209,2025-11-16,ALTERATION,Alteration Project,ALTERATION at 6930 Nolensville Pike,6930 Nolensville Pike,Nashville,37212,Martinez LLC,Brentwood Builders Inc,(615) 958-7867,59824,PENDING,3
NSH251113210,2025-11-16,MECHANICAL,Mechanical Project,MECHANICAL at 5602 Broadway,5602 Broadway,Nashville,37209,Miller Construction,N/A,(615) 832-9751,52330,PENDING,34
NSH251113211,2025-11-12,ELECTRICAL,Electrical Project,ELECTRICAL at 8904 Franklin Pike,8904 Franklin Pike,Nashville,37201,Miller Construction,Nashville Builders LLC,N/A,29767,PENDING,21
NSH251113212,2025-11-11,RESIDENTIAL,Residential Project,RESIDENTIAL at 5787 Lebanon Pike,5787 Lebanon Pike,Nashville,37208,Davis Investments,Cumberland Construction Co,(615) 410-2447,86570,ISSUED,4
NSH251113213,2025-11-01,MECHANICAL,Mechanical Project,MECHANICAL at 8418 Woodland St,8418 Woodland St,Nashville,37209,Smith Development LLC,Brentwood Builders Inc,(615) 868-8245,9591,ISSUED,22
NSH251013214,2025-10-29,ELECTRICAL,Electrical Project,ELECTRICAL at 5261 Dickerson Pike,5261 Dickerson Pike,Nashville,37203,Thomas Enterprises,Nashville Home Improvement,(615) 253-3027,40239,PENDING,21
NSH251113215,2025-11-06,PLUMBING,Plumbing Project,PLUMBING at 2938 Hillsboro Pike,2938 Hillsboro Pike,Nashville,37209,Thomas Enterprises,N/A,N/A,19531,FINAL,5
NSH251113216,2025-11-22,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9840 Franklin Pike,9840 Franklin Pike,Nashville,37201,Brown Holdings,Nashville Home Improvement,(615) 265-1042,919832,ISSUED,5
NSH251013217,2025-10-29,REMODEL,Remodel Project,REMODEL at 5668 Broadway,5668 Broadway,Nashville,37211,Smith Development LLC,N/A,(615) 210-6126,457859,APPROVED,21
NSH251113218,2025-11-24,ALTERATION,Alteration Project,ALTERATION at 7368 Murfreesboro Pike,7368 Murfreesboro Pike,Nashville,37208,Miller Construction,Tennessee Premier Builders,N/A,54950,ISSUED,7
NSH251113219,2025-11-20,ROOFING,Roofing Project,ROOFING at 7137 Nolensville Pike,7137 Nolensville Pike,Nashville,37211,Anderson Group,Music City Construction,N/A,62616,APPROVED,3
NSH251113220,2025-11-16,COMMERCIAL,Commercial Project,COMMERCIAL at 8512 21st Ave,8512 21st Ave,Nashville,37206,Miller Construction,Volunteer State Contractors,(615) 980-1223,1223301,APPROVED,21
NSH251113221,2025-11-09,COMMERCIAL,Commercial Project,COMMERCIAL at 6967 West End Ave,6967 West End Ave,Nashville,37212,Anderson Group,Tennessee Premier Builders,(615) 483-9588,724595,APPROVED,22
NSH251113222,2025-11-25,ADDITION,Addition Project,ADDITION at 6856 West End Ave,6856 West End Ave,Nashville,37208,Anderson Group,N/A,(615) 601-9320,178405,APPROVED,21
NSH251113223,2025-11-08,DEMOLITION,Demolition Project,DEMOLITION at 3504 Woodland St,3504 Woodland St,Nashville,37206,Davis Investments,Cumberland Construction Co,(615) 781-8404,87218,ISSUED,22
NSH251113224,2025-11-04,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9404 Dickerson Pike,9404 Dickerson Pike,Nashville,37201,Johnson Properties,Music City Construction,(615) 431-9061,1065328,APPROVED,7
NSH251113225,2025-11-22,ROOFING,Roofing Project,ROOFING at 1832 Broadway,1832 Broadway,Nashville,37209,Johnson Properties,Volunteer State Contractors,(615) 549-5632,97865,APPROVED,7
NSH251113226,2025-11-17,ALTERATION,Alteration Project,ALTERATION at 7561 21st Ave,7561 21st Ave,Nashville,37201,Miller Construction,East Nashville Construction,(615) 869-7719,56380,PENDING,34
NSH251113227,2025-11-03,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9346 Charlotte Ave,9346 Charlotte Ave,Nashville,37203,Wilson Properties,Franklin Construction,N/A,937265,PENDING,21
NSH251113228,2025-11-16,ADDITION,Addition Project,ADDITION at 1523 Hillsboro Pike,1523 Hillsboro Pike,Nashville,37215,Martinez LLC,Nashville Home Improvement,(615) 419-5987,248225,APPROVED,2
NSH251113229,2025-11-16,ROOFING,Roofing Project,ROOFING at 5034 Hillsboro Pike,5034 Hillsboro Pike,Nashville,37212,Brown Holdings,N/A,N/A,90365,ISSUED,19
NSH251113230,2025-11-17,ELECTRICAL,Electrical Project,ELECTRICAL at 6680 Broadway,6680 Broadway,Nashville,37201,Williams Ventures,Tennessee Premier Builders,N/A,54546,APPROVED,22
NSH251113231,2025-11-10,ALTERATION,Alteration Project,ALTERATION at 4961 Franklin Pike,4961 Franklin Pike,Nashville,37203,Davis Investments,Music City Construction,(615) 408-9277,79752,ISSUED,35
NSH251113232,2025-11-12,REPAIR,Repair Project,REPAIR at 3942 Charlotte Ave,3942 Charlotte Ave,Nashville,37215,Brown Holdings,Cumberland Construction Co,(615) 314-7946,58674,PENDING,6
NSH251113233,2025-11-11,ADDITION,Addition Project,ADDITION at 9604 Murfreesboro Pike,9604 Murfreesboro Pike,Nashville,37204,Johnson Properties,Green Hills Builders,(615) 906-9781,235119,APPROVED,4
NSH251113234,2025-11-11,ROOFING,Roofing Project,ROOFING at 4357 21st Ave,4357 21st Ave,Nashville,37209,Brown Holdings,N/A,(615) 219-3007,57060,ISSUED,22
NSH251013235,2025-10-29,COMMERCIAL,Commercial Project,COMMERCIAL at 3329 Broadway,3329 Broadway,Nashville,37205,Davis Investments,Franklin Construction,N/A,410327,APPROVED,6
NSH251113236,2025-11-10,PLUMBING,Plumbing Project,PLUMBING at 2656 Woodland St,2656 Woodland St,Nashville,37203,Davis Investments,Tennessee Premier Builders,(615) 898-3605,50266,ISSUED,6
NSH251113237,2025-11-24,RESIDENTIAL,Residential Project,RESIDENTIAL at 3794 Charlotte Ave,3794 Charlotte Ave,Nashville,37205,Williams Ventures,Cumberland Construction Co,(615) 257-6146,75465,APPROVED,21
NSH251113238,2025-11-02,ELECTRICAL,Electrical Project,ELECTRICAL at 835 Dickerson Pike,835 Dickerson Pike,Nashville,37212,Smith Development LLC,N/A,N/A,79597,FINAL,2
NSH251113239,2025-11-09,COMMERCIAL,Commercial Project,COMMERCIAL at 8517 Charlotte Ave,8517 Charlotte Ave,Nashville,37203,Wilson Properties,Cumberland Construction Co,(615) 264-1639,1434780,FINAL,20
NSH251113240,2025-11-25,RESIDENTIAL,Residential Project,RESIDENTIAL at 736 Murfreesboro Pike,736 Murfreesboro Pike,Nashville,37201,Davis Investments,N/A,(615) 873-6905,50625,APPROVED,1
NSH251113241,2025-11-27,ADDITION,Addition Project,ADDITION at 8801 Dickerson Pike,8801 Dickerson Pike,Nashville,37204,Smith Development LLC,Green Hills Builders,(615) 418-5187,203890,FINAL,22
NSH251113242,2025-11-09,ELECTRICAL,Electrical Project,ELECTRICAL at 9518 Nolensville Pike,9518 Nolensville Pike,Nashville,37206,Miller Construction,Cumberland Construction Co,(615) 418-4546,23256,ISSUED,5
NSH251113243,2025-11-19,REMODEL,Remodel Project,REMODEL at 6172 Franklin Pike,6172 Franklin Pike,Nashville,37209,Miller Construction,Music City Construction,(615) 317-5446,239649,APPROVED,4
NSH251113244,2025-11-22,DEMOLITION,Demolition Project,DEMOLITION at 7769 Church St,7769 Church St,Nashville,37212,Brown Holdings,Tennessee Premier Builders,N/A,89848,PENDING,34
NSH251113245,2025-11-09,RESIDENTIAL,Residential Project,RESIDENTIAL at 544 21st Ave,544 21st Ave,Nashville,37206,Wilson Properties,Nashville Home Improvement,(615) 588-8597,23665,FINAL,34
NSH251113246,2025-11-19,COMMERCIAL,Commercial Project,COMMERCIAL at 7826 Hillsboro Pike,7826 Hillsboro Pike,Nashville,37204,Wilson Properties,Brentwood Builders Inc,(615) 441-9390,1799205,FINAL,3
NSH251113247,2025-11-24,COMMERCIAL,Commercial Project,COMMERCIAL at 2176 21st Ave,2176 21st Ave,Nashville,37212,Johnson Properties,N/A,N/A,591614,FINAL,21
NSH251113248,2025-11-16,ROOFING,Roofing Project,ROOFING at 4833 Franklin Pike,4833 Franklin Pike,Nashville,37209,Davis Investments,Green Hills Builders,(615) 920-3183,21974,FINAL,3
NSH251113249,2025-11-08,RESIDENTIAL,Residential Project,RESIDENTIAL at 9395 Franklin Pike,9395 Franklin Pike,Nashville,37215,Brown Holdings,Nashville Home Improvement,N/A,71155,FINAL,5
NSH251113250,2025-11-23,REMODEL,Remodel Project,REMODEL at 1760 Franklin Pike,1760 Franklin Pike,Nashville,37204,Smith Development LLC,Tennessee Premier Builders,(615) 348-8175,338331,ISSUED,35
NSH251113251,2025-11-10,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6465 Hillsboro Pike,6465 Hillsboro Pike,Nashville,37203,Martinez LLC,Green Hills Builders,(615) 537-2032,1007550,FINAL,5
NSH251113252,2025-11-27,MECHANICAL,Mechanical Project,MECHANICAL at 7590 Woodland St,7590 Woodland St,Nashville,37215,Brown Holdings,Tennessee Premier Builders,N/A,43025,APPROVED,4
NSH251113253,2025-11-23,ELECTRICAL,Electrical Project,ELECTRICAL at 4607 Charlotte Ave,4607 Charlotte Ave,Nashville,37215,Martinez LLC,N/A,(615) 271-4207,33384,PENDING,2
NSH251113254,2025-11-06,DEMOLITION,Demolition Project,DEMOLITION at 7051 Hillsboro Pike,7051 Hillsboro Pike,Nashville,37206,Martinez LLC,Volunteer State Contractors,(615) 428-5966,16588,PENDING,35
NSH251113255,2025-11-03,MECHANICAL,Mechanical Project,MECHANICAL at 9408 Charlotte Ave,9408 Charlotte Ave,Nashville,37201,Williams Ventures,N/A,N/A,60726,PENDING,7
NSH251113256,2025-11-09,RESIDENTIAL,Residential Project,RESIDENTIAL at 2585 Hillsboro Pike,2585 Hillsboro Pike,Nashville,37203,Johnson Properties,Nashville Home Improvement,(615) 340-2449,8176,FINAL,20
NSH251113257,2025-11-08,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8719 Hillsboro Pike,8719 Hillsboro Pike,Nashville,37215,Smith Development LLC,Nashville Home Improvement,(615) 972-9260,495910,FINAL,6
NSH251113258,2025-11-16,DEMOLITION,Demolition Project,DEMOLITION at 753 Dickerson Pike,753 Dickerson Pike,Nashville,37203,Martinez LLC,Tennessee Premier Builders,N/A,82550,FINAL,6
NSH251113259,2025-11-06,PLUMBING,Plumbing Project,PLUMBING at 8840 Dickerson Pike,8840 Dickerson Pike,Nashville,37215,Thomas Enterprises,Music City Construction,(615) 892-1726,23177,ISSUED,34
NSH251113260,2025-11-16,REMODEL,Remodel Project,REMODEL at 5325 Nolensville Pike,5325 Nolensville Pike,Nashville,37205,Smith Development LLC,Brentwood Builders Inc,N/A,204717,FINAL,1
NSH251113261,2025-11-08,COMMERCIAL,Commercial Project,COMMERCIAL at 4809 Woodland St,4809 Woodland St,Nashville,37204,Anderson Group,Brentwood Builders Inc,N/A,1192103,FINAL,1
NSH251113262,2025-11-12,PLUMBING,Plumbing Project,PLUMBING at 2892 21st Ave,2892 21st Ave,Nashville,37206,Smith Development LLC,Nashville Home Improvement,N/A,29970,ISSUED,4
NSH251013263,2025-10-30,REMODEL,Remodel Project,REMODEL at 1589 Lebanon Pike,1589 Lebanon Pike,Nashville,37212,Brown Holdings,Cumberland Construction Co,(615) 370-3738,166424,APPROVED,2
NSH251113264,2025-11-21,ADDITION,Addition Project,ADDITION at 7211 Broadway,7211 Broadway,Nashville,37206,Martinez LLC,Brentwood Builders Inc,(615) 354-8398,370042,APPROVED,7
NSH251113265,2025-11-25,REPAIR,Repair Project,REPAIR at 9016 Woodland St,9016 Woodland St,Nashville,37203,Davis Investments,N/A,N/A,46510,PENDING,3
NSH251113266,2025-11-09,MECHANICAL,Mechanical Project,MECHANICAL at 9788 Charlotte Ave,9788 Charlotte Ave,Nashville,37206,Thomas Enterprises,Music City Construction,(615) 749-8526,49063,FINAL,3
NSH251013267,2025-10-31,ROOFING,Roofing Project,ROOFING at 4779 West End Ave,4779 West End Ave,Nashville,37206,Wilson Properties,Cumberland Construction Co,N/A,17440,ISSUED,19
NSH251113268,2025-11-28,ROOFING,Roofing Project,ROOFING at 4552 Broadway,4552 Broadway,Nashville,37209,Smith Development LLC,Tennessee Premier Builders,N/A,66900,ISSUED,5
NSH251113269,2025-11-11,DEMOLITION,Demolition Project,DEMOLITION at 6035 Broadway,6035 Broadway,Nashville,37203,Brown Holdings,Franklin Construction,N/A,57006,FINAL,35
NSH251113270,2025-11-07,ROOFING,Roofing Project,ROOFING at 3872 West End Ave,3872 West End Ave,Nashville,37209,Martinez LLC,Tennessee Premier Builders,(615) 403-7502,49033,APPROVED,21
NSH251113271,2025-11-28,DEMOLITION,Demolition Project,DEMOLITION at 1354 Murfreesboro Pike,1354 Murfreesboro Pike,Nashville,37205,Brown Holdings,East Nashville Construction,(615) 228-2798,23248,ISSUED,35
NSH251113272,2025-11-13,RESIDENTIAL,Residential Project,RESIDENTIAL at 9471 Church St,9471 Church St,Nashville,37208,Williams Ventures,Tennessee Premier Builders,(615) 798-4287,83931,FINAL,4
NSH251113273,2025-11-22,RESIDENTIAL,Residential Project,RESIDENTIAL at 2940 Lebanon Pike,2940 Lebanon Pike,Nashville,37212,Anderson Group,Tennessee Premier Builders,(615) 595-5319,56830,APPROVED,20
NSH251013274,2025-10-29,ELECTRICAL,Electrical Project,ELECTRICAL at 9120 Dickerson Pike,9120 Dickerson Pike,Nashville,37215,Johnson Properties,East Nashville Construction,N/A,98039,APPROVED,21
NSH251113275,2025-11-03,COMMERCIAL,Commercial Project,COMMERCIAL at 6697 Dickerson Pike,6697 Dickerson Pike,Nashville,37215,Miller Construction,N/A,(615) 820-3419,1432965,PENDING,4
NSH251113276,2025-11-15,COMMERCIAL,Commercial Project,COMMERCIAL at 6621 Hillsboro Pike,6621 Hillsboro Pike,Nashville,37203,Wilson Properties,Brentwood Builders Inc,(615) 406-1847,739918,FINAL,35
NSH251113277,2025-11-25,DEMOLITION,Demolition Project,DEMOLITION at 6996 Charlotte Ave,6996 Charlotte Ave,Nashville,37206,Miller Construction,Cumberland Construction Co,(615) 636-9811,78327,PENDING,22
NSH251113278,2025-11-07,ROOFING,Roofing Project,ROOFING at 3359 Dickerson Pike,3359 Dickerson Pike,Nashville,37209,Brown Holdings,Tennessee Premier Builders,N/A,29580,ISSUED,7
NSH251113279,2025-11-05,MECHANICAL,Mechanical Project,MECHANICAL at 9655 Church St,9655 Church St,Nashville,37211,Miller Construction,Cumberland Construction Co,(615) 203-6678,72986,FINAL,33
NSH251113280,2025-11-02,ALTERATION,Alteration Project,ALTERATION at 5285 Dickerson Pike,5285 Dickerson Pike,Nashville,37212,Davis Investments,Volunteer State Contractors,(615) 474-4978,30428,FINAL,35
NSH251113281,2025-11-25,ALTERATION,Alteration Project,ALTERATION at 9779 West End Ave,9779 West End Ave,Nashville,37208,Johnson Properties,Cumberland Construction Co,N/A,29348,ISSUED,20
NSH251113282,2025-11-10,ADDITION,Addition Project,ADDITION at 8115 Hillsboro Pike,8115 Hillsboro Pike,Nashville,37215,Anderson Group,East Nashville Construction,(615) 906-7143,291922,APPROVED,6
NSH251113283,2025-11-28,ELECTRICAL,Electrical Project,ELECTRICAL at 4860 Lebanon Pike,4860 Lebanon Pike,Nashville,37203,Davis Investments,Nashville Home Improvement,(615) 259-2276,54723,ISSUED,21
NSH251113284,2025-11-28,DEMOLITION,Demolition Project,DEMOLITION at 4808 Lebanon Pike,4808 Lebanon Pike,Nashville,37212,Davis Investments,Tennessee Premier Builders,N/A,53977,ISSUED,3
NSH251113285,2025-11-28,REMODEL,Remodel Project,REMODEL at 1039 Hillsboro Pike,1039 Hillsboro Pike,Nashville,37211,Smith Development LLC,Franklin Construction,(615) 395-9043,283124,APPROVED,4
NSH251113286,2025-11-05,MECHANICAL,Mechanical Project,MECHANICAL at 4142 Murfreesboro Pike,4142 Murfreesboro Pike,Nashville,37201,Thomas Enterprises,Tennessee Premier Builders,(615) 616-2952,16147,ISSUED,3
NSH251113287,2025-11-02,ELECTRICAL,Electrical Project,ELECTRICAL at 8873 Broadway,8873 Broadway,Nashville,37208,Anderson Group,Green Hills Builders,(615) 727-7317,73021,APPROVED,5
NSH251113288,2025-11-17,ALTERATION,Alteration Project,ALTERATION at 8542 Lebanon Pike,8542 Lebanon Pike,Nashville,37208,Thomas Enterprises,Cumberland Construction Co,(615) 854-7559,47517,FINAL,21
NSH251113289,2025-11-05,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 1877 Broadway,1877 Broadway,Nashville,37209,Johnson Properties,Green Hills Builders,(615) 321-8549,536503,APPROVED,33
NSH251113290,2025-11-06,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2182 Woodland St,2182 Woodland St,Nashville,37201,Brown Holdings,Tennessee Premier Builders,N/A,1427268,APPROVED,22
NSH251013291,2025-10-30,DEMOLITION,Demolition Project,DEMOLITION at 1375 Nolensville Pike,1375 Nolensville Pike,Nashville,37215,Anderson Group,Tennessee Premier Builders,(615) 825-7040,70828,APPROVED,22
NSH251113292,2025-11-02,PLUMBING,Plumbing Project,PLUMBING at 5783 West End Ave,5783 West End Ave,Nashville,37206,Williams Ventures,Franklin Construction,N/A,9269,ISSUED,21
NSH251113293,2025-11-08,RESIDENTIAL,Residential Project,RESIDENTIAL at 6042 Charlotte Ave,6042 Charlotte Ave,Nashville,37215,Miller Construction,Franklin Construction,(615) 237-2358,92158,FINAL,3
NSH251013294,2025-10-30,ROOFING,Roofing Project,ROOFING at 9621 Lebanon Pike,9621 Lebanon Pike,Nashville,37201,Thomas Enterprises,Tennessee Premier Builders,N/A,74578,APPROVED,1
NSH251113295,2025-11-26,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8471 Church St,8471 Church St,Nashville,37204,Wilson Properties,Music City Construction,(615) 593-1795,623742,FINAL,2
NSH251113296,2025-11-07,REPAIR,Repair Project,REPAIR at 910 Lebanon Pike,910 Lebanon Pike,Nashville,37215,Johnson Properties,N/A,N/A,13234,ISSUED,20
NSH251113297,2025-11-21,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6569 Woodland St,6569 Woodland St,Nashville,37204,Martinez LLC,East Nashville Construction,(615) 219-7275,921209,APPROVED,6
NSH251113298,2025-11-15,REMODEL,Remodel Project,REMODEL at 9080 West End Ave,9080 West End Ave,Nashville,37205,Johnson Properties,Brentwood Builders Inc,(615) 596-1203,73927,APPROVED,3
NSH251113299,2025-11-08,ELECTRICAL,Electrical Project,ELECTRICAL at 3328 Charlotte Ave,3328 Charlotte Ave,Nashville,37204,Davis Investments,Cumberland Construction Co,(615) 823-1148,60406,FINAL,4
NSH251113300,2025-11-20,COMMERCIAL,Commercial Project,COMMERCIAL at 4814 Broadway,4814 Broadway,Nashville,37201,Johnson Properties,Tennessee Premier Builders,(615) 398-7885,684669,PENDING,35
NSH251113301,2025-11-10,MECHANICAL,Mechanical Project,MECHANICAL at 7228 Woodland St,7228 Woodland St,Nashville,37212,Anderson Group,N/A,(615) 363-6010,28814,FINAL,2
NSH251113302,2025-11-06,COMMERCIAL,Commercial Project,COMMERCIAL at 593 Broadway,593 Broadway,Nashville,37201,Thomas Enterprises,Franklin Construction,(615) 942-7616,1163194,APPROVED,21
NSH251113303,2025-11-08,PLUMBING,Plumbing Project,PLUMBING at 4334 Broadway,4334 Broadway,Nashville,37215,Davis Investments,Tennessee Premier Builders,N/A,28364,FINAL,22
NSH251013304,2025-10-31,MECHANICAL,Mechanical Project,MECHANICAL at 3825 Nolensville Pike,3825 Nolensville Pike,Nashville,37205,Thomas Enterprises,Music City Construction,(615) 988-6900,52559,ISSUED,20
NSH251113305,2025-11-18,DEMOLITION,Demolition Project,DEMOLITION at 5586 Murfreesboro Pike,5586 Murfreesboro Pike,Nashville,37209,Anderson Group,Franklin Construction,(615) 757-9595,65851,FINAL,21
NSH251113306,2025-11-16,PLUMBING,Plumbing Project,PLUMBING at 8184 Broadway,8184 Broadway,Nashville,37208,Thomas Enterprises,Volunteer State Contractors,(615) 536-8602,61610,PENDING,35
NSH251113307,2025-11-07,RESIDENTIAL,Residential Project,RESIDENTIAL at 1994 West End Ave,1994 West End Ave,Nashville,37205,Thomas Enterprises,Volunteer State Contractors,(615) 618-3472,14410,APPROVED,7
